heating_type,building_type,area,income,climate_zone,vintage,insulation_level,count,bldg_ids,zip_codes,elec_weights,gas_weights
Other,SF,2500-3999,High Income,Cold,1960-2000,Poor Insulation,36,1167|7592|47887|58958|62773|65491|69480|72114|77539|111906|116650|125756|133287|143451|146673|173755|184178|205768|239826|283155|311355|313748|327557|349786|355930|373745|395624|409152|420447|426631|429841|435809|457930|499086|531637|544845,02360|02746|02746|02360|02746|02360|02360|02360|02746|02360|02360|02360|02746|02360|02360|02746|02360|02360|02360|02746|02746|02360|02746|02746|02746|02360|02360|02360|02360|02360|02360|02746|02746|02360|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613
Other,SF,2500-3999,High Income,Cold,<1960,Average Insulation,3,79533|364175|499011,02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225
Other,SF,2500-3999,High Income,Cold,<1960,Poor Insulation,20,62337|95626|102469|136695|188610|208308|208578|230637|234631|243571|253776|258267|269861|292711|300786|395324|407238|513632|516546|547174,02360|02360|02360|02746|02360|02360|02360|02746|02360|02360|02746|02360|02360|02360|02746|02746|02360|02746|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613
Other,SF,2500-3999,High Income,Cold,>2000,Average Insulation,9,1140|68040|94603|211211|218923|351753|417376|426184|515074,02746|02360|02360|02746|02360|02746|02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225
Other,SF,2500-3999,High Income,Cold,>2000,Poor Insulation,1,412185,02746,252.30163873025225,252.30163873025225
Other,SF,2500-3999,Low Income,Cold,1960-2000,Poor Insulation,5,28266|126759|232616|252429|386021,02360|02360|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225
Other,SF,2500-3999,Low Income,Cold,<1960,Poor Insulation,2,468474|475932,02360|02360,252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613
Other,SF,2500-3999,Moderate Income,Cold,1960-2000,Average Insulation,6,62128|70760|199305|257314|263170|323969,02360|02360|02746|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225
Other,SF,2500-3999,Moderate Income,Cold,1960-2000,Poor Insulation,3,218738|222064|229078,02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|252.30163873025225
Other,SF,2500-3999,Moderate Income,Cold,<1960,Average Insulation,3,116417|155988|251869,02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|252.30163873025225
Other,SF,2500-3999,Moderate Income,Cold,<1960,Poor Insulation,7,57495|175835|249722|321751|364702|404905|463925,02360|02746|02360|02746|02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225
Other,SF,2500-3999,Moderate Income,Cold,>2000,Average Insulation,2,276764|351303,02746|02360,252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613
Other,SF,2500-3999,Moderate Income,Cold,>2000,Poor Insulation,1,287167,02360,252.30163873025225,126.15081936512613
Other,SF,4000+,High Income,Cold,1960-2000,Average Insulation,9,92759|140157|275367|283315|364435|392344|420104|456083|504630,02746|02746|02746|02360|02360|02746|02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225
Other,SF,4000+,High Income,Cold,1960-2000,Good Insulation,6,15893|43126|76363|167641|323957|370957,02360|02746|02360|02746|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613
Other,SF,4000+,High Income,Cold,1960-2000,Poor Insulation,1,415685,02746,252.30163873025225,252.30163873025225
Other,SF,4000+,High Income,Cold,<1960,Average Insulation,1,309560,02360,252.30163873025225,126.15081936512613
Other,SF,4000+,High Income,Cold,<1960,Poor Insulation,1,429208,02746,252.30163873025225,252.30163873025225
Other,SF,4000+,High Income,Cold,>2000,Average Insulation,3,91454|192006|325545,02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225
Other,SF,4000+,Low Income,Cold,1960-2000,Good Insulation,1,248269,02746,252.30163873025225,252.30163873025225
Other,SF,4000+,Moderate Income,Cold,1960-2000,Average Insulation,1,157846,02360,252.30163873025225,126.15081936512613
Other,SF,4000+,Moderate Income,Cold,<1960,Average Insulation,2,238704|390440,02360|02360,252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613
Other,Small MF,0-1499,High Income,Cold,<1960,Poor Insulation,4,112497|264016|445617|535000,02746|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225
Other,Small MF,0-1499,Low Income,Cold,<1960,Poor Insulation,13,474|20558|23233|104816|120119|245564|250997|273755|320923|333019|390085|406745|481431,02360|02746|02746|02746|02360|02746|02746|02746|02360|02360|02746|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225
Other,Small MF,0-1499,Moderate Income,Cold,1960-2000,Average Insulation,1,103357,02360,252.30163873025225,126.15081936512613
Other,Small MF,0-1499,Moderate Income,Cold,1960-2000,Poor Insulation,3,46750|193417|528041,02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|252.30163873025225
Other,Small MF,0-1499,Moderate Income,Cold,<1960,Poor Insulation,18,59251|156078|210655|235613|241782|256655|285054|302226|330198|363329|363395|415377|426722|434888|450752|454190|507455|549522,02746|02746|02360|02360|02360|02360|02746|02746|02360|02360|02746|02746|02360|02746|02360|02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225
Other,Small MF,2500-3999,Moderate Income,Cold,<1960,Average Insulation,1,35102,02746,252.30163873025225,252.30163873025225
