heating_type,building_type,area,income,climate_zone,vintage,insulation_level,count,bldg_ids,zip_codes,elec_weights,gas_weights
Natural Gas,SF,1500-2499,High Income,Cold,1960-2000,Poor Insulation,37,23574|33077|50428|60921|65550|72872|86288|91698|136518|146395|147716|149607|183107|184536|212478|224685|236860|239284|240729|253105|264588|274495|276408|282690|310078|317842|324139|341237|343010|366894|381175|415511|431426|500571|509159|515080|543829,02360|02360|02360|02746|02360|02360|02360|02360|02360|02360|02746|02746|02746|02360|02360|02746|02360|02360|02746|02360|02746|02360|02360|02360|02746|02746|02360|02360|02360|02746|02360|02360|02360|02360|02746|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613
Natural Gas,SF,1500-2499,High Income,Cold,<1960,Average Insulation,1,344852,02360,252.30163873025225,126.15081936512613
Natural Gas,SF,1500-2499,High Income,Cold,<1960,Poor Insulation,42,7556|17194|32297|43892|49024|63456|78909|139426|162875|192747|196723|208874|213818|214177|223492|225682|238165|248751|251919|264384|296167|311680|315270|316471|320182|344780|347772|347931|367997|396551|399052|414723|431087|441648|462097|464520|510208|524569|539185|540486|547788|547900,02746|02360|02746|02746|02746|02360|02360|02360|02746|02360|02360|02746|02360|02360|02360|02746|02746|02746|02360|02746|02360|02746|02360|02746|02360|02360|02746|02360|02746|02746|02360|02360|02360|02746|02360|02746|02360|02746|02360|02746|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613
Natural Gas,SF,1500-2499,High Income,Cold,>2000,Average Insulation,14,87240|90465|107690|151927|182111|258813|305015|311609|315125|333956|374016|377345|467887|491704,02746|02360|02360|02746|02746|02746|02360|02746|02746|02360|02360|02746|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613
Natural Gas,SF,1500-2499,High Income,Cold,>2000,Good Insulation,1,206710,02360,252.30163873025225,126.15081936512613
Natural Gas,SF,1500-2499,High Income,Cold,>2000,Poor Insulation,14,24661|61911|169692|189358|204855|266334|351335|354301|382438|387476|402209|429451|503711|509827,02746|02360|02746|02746|02746|02360|02746|02746|02360|02360|02360|02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613
Natural Gas,SF,1500-2499,Low Income,Cold,1960-2000,Poor Insulation,7,105746|181197|299959|302114|450394|492911|496034,02360|02746|02360|02360|02746|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613
Natural Gas,SF,1500-2499,Low Income,Cold,<1960,Average Insulation,1,465691,02360,252.30163873025225,126.15081936512613
Natural Gas,SF,1500-2499,Low Income,Cold,<1960,Poor Insulation,17,7513|15434|19230|53828|58481|88027|115224|153149|219696|261434|261578|318339|363778|460058|477632|515493|545314,02360|02360|02746|02746|02746|02360|02746|02746|02746|02746|02746|02746|02360|02746|02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225
Natural Gas,SF,1500-2499,Low Income,Cold,>2000,Poor Insulation,2,92978|352023,02360|02746,252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225
Natural Gas,SF,1500-2499,Moderate Income,Cold,1960-2000,Average Insulation,8,2890|14192|32275|96690|147486|306804|319932|401056,02360|02746|02746|02746|02360|02746|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613
Natural Gas,SF,1500-2499,Moderate Income,Cold,1960-2000,Poor Insulation,34,305|32560|40619|52446|55866|64575|64693|72183|75963|114643|121083|124705|164925|172218|224512|226810|227757|232206|249546|292986|304275|317075|372550|373383|375536|422564|424621|431820|465134|480430|499750|512210|532236|540906,02746|02360|02746|02360|02746|02746|02746|02360|02360|02746|02746|02360|02746|02746|02746|02746|02360|02360|02746|02360|02746|02746|02360|02746|02360|02360|02360|02360|02360|02746|02746|02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613
Natural Gas,SF,1500-2499,Moderate Income,Cold,<1960,Average Insulation,5,27258|54809|215090|266093|283316,02360|02746|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225
Natural Gas,SF,1500-2499,Moderate Income,Cold,<1960,Poor Insulation,22,13564|21559|24889|64559|130360|151868|160190|208022|279312|306831|369576|378214|378466|427594|433210|448751|449204|516034|517538|531911|542921|546854,02360|02360|02746|02360|02746|02746|02360|02746|02746|02360|02360|02360|02360|02360|02746|02746|02746|02360|02746|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225
Natural Gas,SF,1500-2499,Moderate Income,Cold,>2000,Average Insulation,6,102917|217021|468013|499979|517658|524177,02746|02360|02360|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225
Natural Gas,SF,1500-2499,Moderate Income,Cold,>2000,Poor Insulation,7,294710|378278|383947|413540|434432|480232|480283,02360|02360|02360|02746|02746|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225
Natural Gas,SF,2500-3999,High Income,Cold,1960-2000,Average Insulation,11,47808|98850|148978|163384|198854|228673|265024|304283|470585|512734|522288,02746|02746|02360|02360|02360|02360|02360|02360|02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613
Natural Gas,SF,2500-3999,High Income,Cold,1960-2000,Good Insulation,1,317606,02746,252.30163873025225,252.30163873025225
Natural Gas,SF,2500-3999,High Income,Cold,1960-2000,Poor Insulation,29,48114|54318|72833|95495|139679|151117|156867|191967|215995|261984|276528|281620|286149|302609|308367|319450|426751|452188|460238|495017|495161|497498|513403|519211|520416|521347|522399|530367|546166,02360|02746|02746|02360|02360|02746|02360|02360|02746|02746|02360|02746|02746|02746|02360|02746|02746|02746|02360|02360|02746|02360|02746|02746|02746|02746|02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613
Natural Gas,SF,2500-3999,High Income,Cold,<1960,Average Insulation,3,234693|536720|538893,02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225
Natural Gas,SF,2500-3999,High Income,Cold,<1960,Poor Insulation,16,48526|77581|167978|235420|296931|298740|304046|312430|327620|346899|374977|432860|447846|455697|498716|502541,02360|02360|02746|02360|02746|02746|02746|02746|02746|02746|02746|02360|02360|02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225
Natural Gas,SF,2500-3999,High Income,Cold,>2000,Average Insulation,11,23281|45627|109426|140352|148474|153484|248535|400223|435301|517379|541393,02746|02360|02746|02746|02360|02746|02360|02746|02360|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613
Natural Gas,SF,2500-3999,High Income,Cold,>2000,Good Insulation,2,14542|470049,02746|02360,252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613
Natural Gas,SF,2500-3999,High Income,Cold,>2000,Poor Insulation,1,207640,02746,252.30163873025225,252.30163873025225
Natural Gas,SF,2500-3999,Low Income,Cold,1960-2000,Average Insulation,1,493217,02360,252.30163873025225,126.15081936512613
Natural Gas,SF,2500-3999,Low Income,Cold,1960-2000,Poor Insulation,1,289054,02746,252.30163873025225,252.30163873025225
Natural Gas,SF,2500-3999,Low Income,Cold,<1960,Average Insulation,1,98475,02746,252.30163873025225,252.30163873025225
Natural Gas,SF,2500-3999,Low Income,Cold,<1960,Poor Insulation,2,376601|484098,02360|02746,252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225
Natural Gas,SF,2500-3999,Moderate Income,Cold,1960-2000,Average Insulation,8,138578|206702|234054|250631|255030|336127|456422|480190,02360|02746|02360|02746|02746|02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225
Natural Gas,SF,2500-3999,Moderate Income,Cold,1960-2000,Poor Insulation,2,165065|284999,02746|02746,252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225
Natural Gas,SF,2500-3999,Moderate Income,Cold,<1960,Poor Insulation,9,3853|37664|155603|168007|243961|274353|312785|347761|384859,02746|02360|02746|02746|02360|02746|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225
Natural Gas,SF,4000+,High Income,Cold,1960-2000,Average Insulation,4,88016|198772|439383|520839,02360|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225
Natural Gas,SF,4000+,High Income,Cold,1960-2000,Good Insulation,5,197019|334997|369232|398346|529413,02746|02360|02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225
Natural Gas,SF,4000+,High Income,Cold,<1960,Average Insulation,2,309593|465641,02746|02360,252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613
Natural Gas,SF,4000+,High Income,Cold,>2000,Average Insulation,3,126409|181712|258072,02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613
Natural Gas,SF,4000+,High Income,Cold,>2000,Good Insulation,7,30295|39428|68929|80282|84767|312511|365181,02360|02360|02746|02360|02360|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613
Natural Gas,SF,4000+,Moderate Income,Cold,1960-2000,Good Insulation,1,513356,02746,252.30163873025225,252.30163873025225
Natural Gas,Small MF,0-1499,High Income,Cold,1960-2000,Poor Insulation,7,1048|24008|64969|129031|217099|262391|504966,02746|02746|02360|02746|02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225
Natural Gas,Small MF,0-1499,High Income,Cold,<1960,Poor Insulation,18,8812|18155|19593|49997|60014|99671|108475|150995|169862|231362|273885|279155|382996|392911|436964|458354|459473|523964,02746|02360|02746|02746|02746|02746|02746|02360|02746|02360|02746|02360|02746|02746|02746|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225
Natural Gas,Small MF,0-1499,High Income,Cold,>2000,Average Insulation,3,198907|510875|542603,02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613
Natural Gas,Small MF,0-1499,Low Income,Cold,1960-2000,Poor Insulation,32,9614|20573|80531|85450|98916|102686|135581|168875|178080|180167|182639|198502|205975|207382|223387|266367|279152|292962|321974|323763|362414|370509|370937|396134|401274|405388|424849|475883|477710|523007|545031|548297,02746|02360|02746|02746|02360|02746|02360|02360|02746|02360|02746|02746|02746|02746|02746|02746|02360|02746|02746|02746|02746|02360|02746|02746|02746|02746|02746|02360|02360|02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225
Natural Gas,Small MF,0-1499,Low Income,Cold,<1960,Average Insulation,3,31288|505327|517902,02746|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|126.15081936512613
Natural Gas,Small MF,0-1499,Low Income,Cold,<1960,Poor Insulation,95,14606|19977|20303|20585|20613|23507|29349|29530|38095|54563|55790|57144|59832|75700|76739|82209|89332|96797|111487|113061|113396|114406|121784|124743|137397|142689|144477|147878|169206|171868|172076|174042|178649|193938|206117|212579|220952|247915|247980|249468|251243|255393|259248|266409|268043|271961|281354|291713|295442|301489|303349|305227|306312|310467|313710|320952|326731|343534|344016|348377|353852|359441|360774|366452|369973|386085|395770|399092|401776|412770|414057|423982|427185|427208|427567|433246|451706|453717|458743|462028|465859|474352|475301|475362|484290|488173|492449|495243|523432|539157|540476|541263|544279|546478|548111,02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02360|02746|02746|02746|02746|02746|02746|02360|02746|02746|02746|02746|02746|02746|02360|02360|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02360|02746|02746|02746|02360|02746|02746|02746|02360|02746|02746|02746|02746|02746|02360|02746|02360|02746|02746|02746|02746|02746|02360|02746|02746|02360|02746|02746|02746|02746|02360|02746|02746|02746|02746|02746|02746|02746|02360|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02360|02746|02746|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225
Natural Gas,Small MF,0-1499,Low Income,Cold,>2000,Poor Insulation,2,217989|445071,02746|02360,252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613
Natural Gas,Small MF,0-1499,Moderate Income,Cold,1960-2000,Average Insulation,1,182614,02360,252.30163873025225,126.15081936512613
Natural Gas,Small MF,0-1499,Moderate Income,Cold,1960-2000,Poor Insulation,24,18302|48271|102282|116089|135930|141924|156080|159590|190982|195324|209804|239135|244613|284309|333409|355935|369924|429232|430713|485207|498557|505175|507938|536428,02746|02746|02746|02360|02746|02746|02746|02746|02746|02746|02360|02746|02360|02746|02746|02746|02746|02746|02746|02746|02746|02746|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613
Natural Gas,Small MF,0-1499,Moderate Income,Cold,<1960,Average Insulation,6,151196|186051|250833|288463|323385|537458,02746|02746|02746|02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225
