timestamp,units_represented,electricity.total,natural_gas.total
2025-01-01T00:00:00.000000000,83511.84241971307,4905829.763169166,8197241.743517892
2025-01-01T01:00:00.000000000,83511.84241971307,5945283.752350984,14890565.790060867
2025-01-01T02:00:00.000000000,83511.84241971307,5921223.258875111,16877896.505129892
2025-01-01T03:00:00.000000000,83511.84241971307,5885040.680864805,17451317.798058454
2025-01-01T04:00:00.000000000,83511.84241971307,5885470.098253926,17477309.038065646
2025-01-01T05:00:00.000000000,83511.84241971307,6037649.11157538,18050912.229079925
2025-01-01T06:00:00.000000000,83511.84241971307,6301011.1495442875,18666811.235505436
2025-01-01T07:00:00.000000000,83511.84241971307,6780440.27409556,19176810.803154763
2025-01-01T08:00:00.000000000,83511.84241971307,7080578.555830705,19460960.45766824
2025-01-01T09:00:00.000000000,83511.84241971307,7135713.528339149,19427920.3710701
2025-01-01T10:00:00.000000000,83511.84241971307,7054064.681219822,18999675.563529078
2025-01-01T11:00:00.000000000,83511.84241971307,6982294.704764975,18550240.590251554
2025-01-01T12:00:00.000000000,83511.84241971307,6870469.5724469535,17828888.75660993
2025-01-01T13:00:00.000000000,83511.84241971307,6814425.304832526,16847550.2848159
2025-01-01T14:00:00.000000000,83511.84241971307,6597931.576179067,15765300.522563886
2025-01-01T15:00:00.000000000,83511.84241971307,6985744.929674611,14078963.44657308
2025-01-01T16:00:00.000000000,83511.84241971307,7207402.515967964,13478399.705793183
2025-01-01T17:00:00.000000000,83511.84241971307,7487956.135298312,14086676.443003848
2025-01-01T18:00:00.000000000,83511.84241971307,7953844.230898933,14717517.194094388
2025-01-01T19:00:00.000000000,83511.84241971307,8332128.656102915,14803614.881912762
2025-01-01T20:00:00.000000000,83511.84241971307,8428254.066649308,14906448.228809863
2025-01-01T21:00:00.000000000,83511.84241971307,8142031.734099969,15375367.888414474
2025-01-01T22:00:00.000000000,83511.84241971307,8013614.489114129,14844312.06455435
2025-01-01T23:00:00.000000000,83511.84241971307,7583483.086357637,14842804.232942956
2025-01-02T00:00:00.000000000,83511.84241971307,7004034.780069446,14589549.007039214
2025-01-02T01:00:00.000000000,83511.84241971307,6609992.856018565,14180146.401082661
2025-01-02T02:00:00.000000000,83511.84241971307,6406687.438624814,13908771.389975548
2025-01-02T03:00:00.000000000,83511.84241971307,6239371.336186099,14316247.207185058
2025-01-02T04:00:00.000000000,83511.84241971307,6225098.632483129,14474583.575420672
2025-01-02T05:00:00.000000000,83511.84241971307,6343647.098870035,14852878.355257163
2025-01-02T06:00:00.000000000,83511.84241971307,6596260.582425756,15351155.182820234
2025-01-02T07:00:00.000000000,83511.84241971307,7064353.289745603,15924607.457577216
2025-01-02T08:00:00.000000000,83511.84241971307,7444177.259549116,16173970.951754257
2025-01-02T09:00:00.000000000,83511.84241971307,7659973.374171488,15776501.008105647
2025-01-02T10:00:00.000000000,83511.84241971307,7678518.049221438,15051403.552744392
2025-01-02T11:00:00.000000000,83511.84241971307,7609838.0109361205,14395744.3606457
2025-01-02T12:00:00.000000000,83511.84241971307,7565513.65904399,14046221.717200907
2025-01-02T13:00:00.000000000,83511.84241971307,7552572.603390239,13579519.883280493
2025-01-02T14:00:00.000000000,83511.84241971307,7336077.360926945,12984254.700641505
2025-01-02T15:00:00.000000000,83511.84241971307,7169865.078157677,12294119.905913694
2025-01-02T16:00:00.000000000,83511.84241971307,7185124.785871359,11746274.666914549
2025-01-02T17:00:00.000000000,83511.84241971307,7513971.714172704,12233113.50623206
2025-01-02T18:00:00.000000000,83511.84241971307,8027312.197382432,12877626.042791596
2025-01-02T19:00:00.000000000,83511.84241971307,8427249.149222245,13300466.480744287
2025-01-02T20:00:00.000000000,83511.84241971307,8482414.902530614,13439008.19648398
2025-01-02T21:00:00.000000000,83511.84241971307,8163274.775176139,14267645.147814956
2025-01-02T22:00:00.000000000,83511.84241971307,7676023.038316034,15235483.823956005
2025-01-02T23:00:00.000000000,83511.84241971307,7182797.303254074,15739391.802176073
2025-01-03T00:00:00.000000000,83511.84241971307,6670584.608369468,16108013.374910055
2025-01-03T01:00:00.000000000,83511.84241971307,6406392.750310777,16275343.346465304
2025-01-03T02:00:00.000000000,83511.84241971307,6233761.66155057,16205126.10095353
2025-01-03T03:00:00.000000000,83511.84241971307,6185842.515909812,16374396.836352654
2025-01-03T04:00:00.000000000,83511.84241971307,6264447.091456222,16838672.623040333
2025-01-03T05:00:00.000000000,83511.84241971307,6464765.257447408,17576871.25105452
2025-01-03T06:00:00.000000000,83511.84241971307,6717184.721042946,18339922.703251604
2025-01-03T07:00:00.000000000,83511.84241971307,7154503.188280308,19053216.30381114
2025-01-03T08:00:00.000000000,83511.84241971307,7557361.793096616,19507893.93484225
2025-01-03T09:00:00.000000000,83511.84241971307,7725409.570287648,19626679.817799434
2025-01-03T10:00:00.000000000,83511.84241971307,7629533.433760322,19211973.84745174
2025-01-03T11:00:00.000000000,83511.84241971307,7632234.322802927,17879547.817137223
2025-01-03T12:00:00.000000000,83511.84241971307,7762268.31668975,16685274.566005122
2025-01-03T13:00:00.000000000,83511.84241971307,7705156.560841854,16069497.120739343
2025-01-03T14:00:00.000000000,83511.84241971307,7448477.236377997,14893959.076667305
2025-01-03T15:00:00.000000000,83511.84241971307,7333041.163006467,14601662.310413593
2025-01-03T16:00:00.000000000,83511.84241971307,7408219.986902195,14840457.747637153
2025-01-03T17:00:00.000000000,83511.84241971307,7721058.628527746,15229605.410210133
2025-01-03T18:00:00.000000000,83511.84241971307,7560133.831201345,17875886.859363988
