timestamp,units_represented,electricity.total,natural_gas.total
2025-01-01T00:00:00.000000000,551279.0806255975,10751780.341938939,15773390.40295519
2025-01-01T01:00:00.000000000,551279.0806255975,12863083.5984139,21939297.54860252
2025-01-01T02:00:00.000000000,551279.0806255975,10723440.308066925,21553658.96629543
2025-01-01T03:00:00.000000000,551279.0806255975,10848567.79198536,26372996.470271036
2025-01-01T04:00:00.000000000,551279.0806255975,11278366.661182009,30164988.892150357
2025-01-01T05:00:00.000000000,551279.0806255975,11474340.192954259,33319785.960708678
2025-01-01T06:00:00.000000000,551279.0806255975,11994006.63515187,36175954.36107241
2025-01-01T07:00:00.000000000,551279.0806255975,12968508.342760611,40644214.65845112
2025-01-01T08:00:00.000000000,551279.0806255975,14322734.108723925,45462151.69505129
2025-01-01T09:00:00.000000000,551279.0806255975,16460441.740898563,50949583.343554
2025-01-01T10:00:00.000000000,551279.0806255975,17972969.1240504,52374911.75076604
2025-01-01T11:00:00.000000000,551279.0806255975,17775146.97817117,48542133.045760036
2025-01-01T12:00:00.000000000,551279.0806255975,16563678.020830931,41464084.41781957
2025-01-01T13:00:00.000000000,551279.0806255975,15347523.065154545,34742789.39982749
2025-01-01T14:00:00.000000000,551279.0806255975,14296701.625639744,29078185.46660116
2025-01-01T15:00:00.000000000,551279.0806255975,13455595.578952268,24587913.430465452
2025-01-01T16:00:00.000000000,551279.0806255975,12445442.135981109,20156155.642352354
2025-01-01T17:00:00.000000000,551279.0806255975,11879089.546251211,17424105.548665278
2025-01-01T18:00:00.000000000,551279.0806255975,12137184.282908347,16770105.10443528
2025-01-01T19:00:00.000000000,551279.0806255975,13160875.222607216,18123372.884315595
2025-01-01T20:00:00.000000000,551279.0806255975,15079255.526423808,21128518.700635333
2025-01-01T21:00:00.000000000,551279.0806255975,16843580.95423499,23260053.41181409
2025-01-01T22:00:00.000000000,551279.0806255975,17591688.11228322,24905126.981001295
2025-01-01T23:00:00.000000000,551279.0806255975,17529298.458454728,27090552.845075212
2025-01-02T00:00:00.000000000,551279.0806255975,16634470.328435699,29419786.892066643
2025-01-02T01:00:00.000000000,551279.0806255975,14840689.188906034,31345355.738859802
2025-01-02T02:00:00.000000000,551279.0806255975,12849677.803141605,32041484.075512134
2025-01-02T03:00:00.000000000,551279.0806255975,11808532.636075381,32014027.520722535
2025-01-02T04:00:00.000000000,551279.0806255975,11440783.822701497,31964437.592073884
