bldg_id,timestamp,electricity.total,electrictiy.heating,electricity.secondary_heating,electricity.cooling,natural_gas.total,natural_gas.heating
376845,2025-01-01T00:00:00.000000000,1.9989999999999999,1.3820000000000001,0.0,0.0,0.0,0.0
376845,2025-01-01T01:00:00.000000000,2.143,1.701,0.0,0.0,0.0,0.0
376845,2025-01-01T02:00:00.000000000,1.658,1.272,0.0,0.0,0.0,0.0
376845,2025-01-01T03:00:00.000000000,1.652,1.2730000000000001,0.0,0.0,0.0,0.0
376845,2025-01-01T04:00:00.000000000,1.664,1.286,0.0,0.0,0.0,0.0
376845,2025-01-01T05:00:00.000000000,1.702,1.321,0.0,0.0,0.0,0.0
376845,2025-01-01T06:00:00.000000000,1.764,1.3739999999999999,0.0,0.0,0.0,0.0
376845,2025-01-01T07:00:00.000000000,1.83,1.375,0.0,0.0,0.0,0.0
376845,2025-01-01T08:00:00.000000000,2.124,1.468,0.0,0.0,0.0,0.0
376845,2025-01-01T09:00:00.000000000,2.994,2.0,0.0,0.0,0.0,0.0
376845,2025-01-01T10:00:00.000000000,2.178,1.633,0.0,0.0,0.0,0.0
376845,2025-01-01T11:00:00.000000000,2.7260000000000004,1.9460000000000002,0.0,0.0,0.0,0.0
376845,2025-01-01T12:00:00.000000000,2.4269999999999996,1.9540000000000002,0.0,0.0,0.0,0.0
376845,2025-01-01T13:00:00.000000000,2.29,1.868,0.0,0.0,0.0,0.0
376845,2025-01-01T14:00:00.000000000,2.32,1.775,0.0,0.0,0.0,0.0
376845,2025-01-01T15:00:00.000000000,2.336,1.793,0.0,0.0,0.0,0.0
376845,2025-01-01T16:00:00.000000000,2.3489999999999998,1.7970000000000002,0.0,0.0,0.0,0.0
376845,2025-01-01T17:00:00.000000000,2.761,2.122,0.0,0.0,0.0,0.0
376845,2025-01-01T18:00:00.000000000,2.973,2.2,0.0,0.0,0.0,0.0
376845,2025-01-01T19:00:00.000000000,4.077999999999999,2.8819999999999997,0.0,0.0,0.0,0.0
376845,2025-01-01T20:00:00.000000000,4.439,2.907,0.0,0.0,0.0,0.0
376845,2025-01-01T21:00:00.000000000,3.7269999999999994,2.7159999999999997,0.0,0.0,0.0,0.0
376845,2025-01-01T22:00:00.000000000,2.9890000000000003,2.231,0.0,0.0,0.0,0.0
376845,2025-01-01T23:00:00.000000000,3.841,2.634,0.0,0.0,0.0,0.0
376845,2025-01-02T00:00:00.000000000,3.8169999999999997,2.697,0.0,0.0,0.0,0.0
376845,2025-01-02T01:00:00.000000000,3.071,2.456,0.0,0.0,0.0,0.0
376845,2025-01-02T02:00:00.000000000,2.783,2.302,0.0,0.0,0.0,0.0
376845,2025-01-02T03:00:00.000000000,2.8120000000000003,2.348,0.0,0.0,0.0,0.0
376845,2025-01-02T04:00:00.000000000,2.905,2.432,0.0,0.0,0.0,0.0
376845,2025-01-02T05:00:00.000000000,2.975,2.489,0.0,0.0,0.0,0.0
376845,2025-01-02T06:00:00.000000000,3.003,2.494,0.0,0.0,0.0,0.0
376845,2025-01-02T07:00:00.000000000,3.0649999999999995,2.575,0.0,0.0,0.0,0.0
376845,2025-01-02T08:00:00.000000000,3.209,2.7030000000000003,0.0,0.0,0.0,0.0
376845,2025-01-02T09:00:00.000000000,3.9730000000000003,2.939,0.0,0.0,0.0,0.0
376845,2025-01-02T10:00:00.000000000,5.173,3.095,0.31,0.0,0.0,0.0
376845,2025-01-02T11:00:00.000000000,6.917,3.093,0.7,0.0,0.0,0.0
376845,2025-01-02T12:00:00.000000000,2.8209999999999997,2.296,0.0,0.0,0.0,0.0
376845,2025-01-02T13:00:00.000000000,2.7110000000000003,2.252,0.0,0.0,0.0,0.0
376845,2025-01-02T14:00:00.000000000,3.0380000000000003,2.319,0.0,0.0,0.0,0.0
376845,2025-01-02T15:00:00.000000000,3.145,2.4130000000000003,0.0,0.0,0.0,0.0
376845,2025-01-02T16:00:00.000000000,2.672,2.1180000000000003,0.0,0.0,0.0,0.0
376845,2025-01-02T17:00:00.000000000,3.019,2.3529999999999998,0.0,0.0,0.0,0.0
376845,2025-01-02T18:00:00.000000000,3.2030000000000003,2.5,0.0,0.0,0.0,0.0
376845,2025-01-02T19:00:00.000000000,3.576,2.653,0.0,0.0,0.0,0.0
376845,2025-01-02T20:00:00.000000000,3.946,2.857,0.0,0.0,0.0,0.0
376845,2025-01-02T21:00:00.000000000,4.647,3.446,0.0,0.0,0.0,0.0
376845,2025-01-02T22:00:00.000000000,3.9859999999999998,3.1500000000000004,0.0,0.0,0.0,0.0
376845,2025-01-02T23:00:00.000000000,4.035,3.303,0.0,0.0,0.0,0.0
376845,2025-01-03T00:00:00.000000000,5.3420000000000005,3.7289999999999996,0.512,0.0,0.0,0.0
376845,2025-01-03T01:00:00.000000000,5.8759999999999994,3.8489999999999998,1.119,0.0,0.0,0.0
376845,2025-01-03T02:00:00.000000000,8.327,0.048,7.6579999999999995,0.0,0.0,0.0
376845,2025-01-03T03:00:00.000000000,8.366,0.048,7.721,0.0,0.0,0.0
376845,2025-01-03T04:00:00.000000000,8.584,0.048,7.9399999999999995,0.0,0.0,0.0
376845,2025-01-03T05:00:00.000000000,8.547,0.048,7.904999999999999,0.0,0.0,0.0
376845,2025-01-03T06:00:00.000000000,8.411,0.048,7.769,0.0,0.0,0.0
376845,2025-01-03T07:00:00.000000000,8.411000000000001,0.048,7.768,0.0,0.0,0.0
376845,2025-01-03T08:00:00.000000000,8.635,0.048,7.99,0.0,0.0,0.0
376845,2025-01-03T09:00:00.000000000,8.548,0.048,7.799,0.0,0.0,0.0
376845,2025-01-03T10:00:00.000000000,7.668000000000001,2.827,3.1310000000000002,0.0,0.0,0.0
376845,2025-01-03T11:00:00.000000000,9.046000000000001,3.4920000000000004,2.9130000000000003,0.0,0.0,0.0
376845,2025-01-03T12:00:00.000000000,3.491,2.498,0.0,0.0,0.0,0.0
376845,2025-01-03T13:00:00.000000000,3.021,2.219,0.0,0.0,0.0,0.0
376845,2025-01-03T14:00:00.000000000,3.686,2.608,0.0,0.0,0.0,0.0
376845,2025-01-03T15:00:00.000000000,2.962,2.4000000000000004,0.0,0.0,0.0,0.0
376845,2025-01-03T16:00:00.000000000,2.6590000000000003,2.202,0.0,0.0,0.0,0.0
376845,2025-01-03T17:00:00.000000000,3.8080000000000003,2.82,0.0,0.0,0.0,0.0
376845,2025-01-03T18:00:00.000000000,3.809,2.875,0.0,0.0,0.0,0.0
376845,2025-01-03T19:00:00.000000000,2.927,2.3729999999999998,0.0,0.0,0.0,0.0
376845,2025-01-03T20:00:00.000000000,2.8040000000000003,2.3179999999999996,0.0,0.0,0.0,0.0
376845,2025-01-03T21:00:00.000000000,2.8369999999999997,2.303,0.0,0.0,0.0,0.0
376845,2025-01-03T22:00:00.000000000,3.018,2.286,0.0,0.0,0.0,0.0
376845,2025-01-03T23:00:00.000000000,3.8609999999999998,2.7219999999999995,0.0,0.0,0.0,0.0
