bldg_id,in.city,in.county_name,area,building_type,in.heating_setpoint,in.hvac_cooling_efficiency,cooling_type,heating_efficiency,heating_type,income,insulation_level,in.vintage,vintage,climate_zone,has_solar,in.weather_file_latitude,in.weather_file_longitude,out.bills.all_fuels.usd,out.bills.electricity.usd,out.bills.natural_gas.usd,out.electricity.cooling.energy_consumption.kwh,out.electricity.heating.energy_consumption.kwh,out.electricity.summer.peak.kw,out.electricity.total.energy_consumption.kwh,out.electricity.winter.peak.kw,out.energy_burden.percentage,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,weight,in.state,in.zip_code,in.utility_name,in.gas_utility_name,elec_weight,gas_weight
408238,"MN, Minneapolis",Hennepin,1500-2499,SF,72F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Low Income,Poor Insulation,1970s,1960-2000,Cold,No,44.9707515,-93.26819344292213,2343.31413781625,1060.50413781625,1282.81,1721.7925372618056,0.0,11.8451,7843.754122089355,11.5663,12.62,41808.34658648854,45007.51038848851,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
408374,In another census Place,Hennepin,2500-3999,SF,68F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,45.07,-93.35,2918.765780757183,1314.4557807571832,1604.31,1322.3366686170666,0.0,6.7642,9739.923946103634,6.6688,3.28,48265.581475593106,57614.25554301682,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
408464,In another census Place,Hennepin,0-1499,SF,68F,None,None,High Htg Eff,Natural Gas,Low Income,Poor Insulation,<1940,<1960,Cold,No,45.07,-93.35,2420.102090259249,1103.562090259249,1316.54,0.0,0.0,15.169799999999999,8165.253086068284,14.7567,57.8,38481.98994003381,46330.43319924593,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
408890,In another census Place,Ramsey,2500-3999,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Average Insulation,1980s,1960-2000,Cold,No,44.93,-93.05,2975.508002532897,1496.6180025328972,1478.89,1509.9021535272889,0.0,6.196899999999999,11100.066782772916,6.4684,7.01,45169.28561922358,52696.22991445676,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
408899,"MN, St Louis Park",Hennepin,0-1499,SF,68F,None,None,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1940s,<1960,Cold,No,45.07,-93.35,1965.8527414280857,530.5027414280859,1435.35,0.0,0.0,1.5342,3886.4154615538387,2.0444,3.08,46326.62327533369,50989.09093070357,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
408966,In another census Place,Hennepin,1500-2499,SF,72F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1980s,1960-2000,Cold,No,45.07,-93.35,3042.912906310748,1536.692906310748,1506.22,1856.6052295410277,0.0,4.5926,11399.292345418755,4.4783,1.14,41541.35884156164,53768.28388914675,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
409083,In another census Place,Anoka,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Average Insulation,2000s,>2000,Cold,No,45.07,-93.35,1608.8891476190997,723.9691476190999,884.92,330.58416715426665,0.0,3.3928000000000003,5330.962766432723,4.0975,2.92,23527.745513426,29405.57889680009,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
409163,In another census Place,Hennepin,1500-2499,SF,72F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1940s,<1960,Cold,No,45.07,-93.35,1869.002336812018,827.5123368120181,1041.49,929.0352924459444,0.0,8.4777,6104.084249547044,10.399299999999998,2.13,31472.60915472477,35545.41781690814,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
409455,In another census Place,Scott,2500-3999,SF,70F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Average Insulation,1990s,1960-2000,Cold,No,44.82,-93.45,2690.9433878882937,1780.753387888294,910.19,1753.7372839105778,0.0,7.8564,13221.608259749633,10.1951,6.38,26904.217312880173,30396.745256122544,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
409755,"MN, Woodbury",Washington,0-1499,SF,76F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,2000s,>2000,Cold,No,44.905228,-92.92340786091235,1034.5674790649305,468.4474790649305,566.12,488.2564029069222,0.0,4.695,3423.0700996115556,5.5102,1.61,14460.419673367616,16904.925469674123,252.30163873025225,MN,55125,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
409827,Not in a census Place,Polk,1500-2499,SF,70F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,Low Income,Poor Insulation,1960s,1960-2000,Cold,No,44.93,-93.05,3131.7342338619783,1509.8642338619782,1621.87,656.1861261156055,0.0,7.492100000000001,10415.159691780433,8.319799999999999,11.5,48626.35196297511,57287.4812997748,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
410117,In another census Place,Ramsey,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1990s,1960-2000,Cold,No,44.93,-93.05,2195.5504693594967,1234.0704693594967,961.48,1435.7551727737166,0.0,3.9600999999999997,9139.714394390921,4.2595,2.02,23252.55177853428,32407.798939644334,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
410118,"MN, Minneapolis",Hennepin,2500-3999,SF,70F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,3860.268994061453,1250.9089940614533,2609.36,1015.1981870765777,0.0,8.7135,9265.441883494805,8.982700000000001,2.04,91373.40518722527,97024.10849121588,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
410374,"MN, Minneapolis",Hennepin,1500-2499,SF,65F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1970s,1960-2000,Cold,No,44.9707515,-93.26819344292213,1580.8238099181203,825.8638099181204,754.96,1271.0492313369277,0.0,18.5521,6091.775264599812,19.684099999999997,2.11,20954.288446243714,24309.95219971566,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
410385,In another census Place,Hennepin,1500-2499,SF,65F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1960s,1960-2000,Cold,No,45.07,-93.35,2629.5396541198247,1153.4496541198248,1476.09,1366.2973291429,0.0,2.3817,8537.746416257178,2.8488,2.93,43534.828260873095,52586.91440528252,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
410427,Not in a census Place,Dakota,4000+,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Good Insulation,2000s,>2000,Cold,No,44.85,-93.15,4089.5677107611923,2444.167710761192,1645.4,955.1186176912722,0.0,8.3147,18175.095487800532,9.0023,1.52,57193.69855731968,59225.853357893866,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
410633,"MN, Minneapolis",Hennepin,2500-3999,SF,68F,"AC, SEER 10",Low Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,44.9707515,-93.26819344292213,3575.3699395592466,1324.1899395592468,2251.18,3584.845330346622,0.0,7.3331,9812.605571506345,4.3614,4.77,76765.57076556103,82979.55666642265,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
410694,"MN, Minneapolis",Hennepin,1500-2499,SF,68F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,2998.792885081394,1504.7428850813942,1494.05,2161.399142520139,0.0,4.493,11160.732494298567,4.2699,2.32,39169.82774172801,53290.871115836206,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
410938,In another census Place,Washington,1500-2499,SF,70F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1970s,1960-2000,Cold,No,44.93,-93.05,3332.2573841214066,1305.4673841214067,2026.79,1707.1389837531945,0.0,4.3395,9672.810671034194,3.9677,3.72,66149.36431964245,74180.39085557185,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
410991,In another census Place,Anoka,1500-2499,SF,75F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,45.07,-93.35,4631.2086428637995,1535.868642863799,3095.34,1746.7035782264445,0.0,5.269399999999999,11393.13785294514,3.8039,6.28,99612.51218297695,116080.76175809446,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
411201,"MN, Brooklyn Park",Hennepin,0-1499,SF,72F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1960s,1960-2000,Cold,No,45.109213999999994,-93.3440039321161,2609.5595246735306,1513.2995246735306,1096.26,1825.2466250326,0.0,10.42,11224.62198759611,9.9914,4.77,25185.06241524992,37692.74954806002,252.30163873025225,MN,55443,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
411231,In another census Place,Carver,1500-2499,SF,76F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,2010s,>2000,Cold,No,44.82,-93.45,1305.6800353145977,839.6800353145977,466.0,982.3742272172889,0.0,4.2377,6194.936281300434,3.7922,1.2,8851.9186034818,12979.238484717205,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
411364,In another census Place,Dakota,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Average Insulation,1980s,1960-2000,Cold,No,44.85,-93.15,2469.104668428327,1322.894668428327,1146.21,3055.265906545417,0.0,7.352600000000001,9802.93422619066,5.5774,1.91,30981.7151121863,39651.63658109115,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
411393,In another census Place,Washington,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,1990s,1960-2000,Cold,No,44.93,-93.05,1987.2987195817373,1004.2187195817371,983.08,1044.7983651639722,0.0,8.4311,7423.490207462389,9.4702,0.74,25726.95082399836,33254.77433244205,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
411511,Not in a census Place,Polk,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,Low Htg Eff,Other,High Income,Average Insulation,1980s,1960-2000,Cold,No,44.93,-93.05,2152.571957612446,1931.1919576124462,158.51,2595.4373974452,0.0,7.967899999999999,13340.888185309728,8.0213,0.77,0.0,905.882677902339,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
411543,In another census Place,Scott,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,1960s,1960-2000,Cold,No,44.82,-93.45,1648.7351124993343,752.4651124993344,896.27,1867.1557880672278,0.0,3.8594,5543.732363377756,3.8830999999999998,1.52,25852.38524203207,29850.753852391696,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
411717,"MN, St Paul",Ramsey,1500-2499,SF,68F,"Room AC, EER 12.0",Room AC,Low Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,4231.008588065271,1915.6185880652718,2315.39,2495.7932335866444,0.0,6.1964,14228.600456861388,5.0229,3.04,64206.88926654096,85497.33023027221,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
411747,In another census Place,Anoka,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Average Insulation,1990s,1960-2000,Cold,No,45.07,-93.35,2330.9789699501016,1417.9989699501014,912.98,2403.182775412222,0.0,5.235600000000001,10513.045429217955,5.7803,3.11,30125.947587283412,30506.06076529678,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
411885,In another census Place,Anoka,0-1499,SF,70F,None,None,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,2000s,>2000,Cold,No,45.07,-93.35,2161.2094045632875,1092.1794045632876,1069.03,0.0,0.0,3.6401999999999997,8080.262475718339,4.455100000000001,1.45,22009.637369933887,36625.09163942261,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
411925,"MN, Plymouth",Hennepin,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,High Htg Eff,Electric Resistance,High Income,Average Insulation,2010s,>2000,Cold,No,45.022342,-93.4614920577154,6509.9065773653165,6359.026577365316,150.88,1905.841169329961,33349.14321703751,10.1767,47406.00402677798,23.287,4.35,0.0,622.7760241159722,252.30163873025225,MN,55447,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
412008,"MN, Bloomington",Hennepin,0-1499,SF,70F,"AC, SEER 10",Low Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1940s,<1960,Cold,No,44.8239025,-93.31703752555529,1547.3201568049546,893.1001568049546,654.22,1686.9170799113112,0.0,7.668,6593.8060078048275,7.2417,2.43,14807.708891521701,20359.647244864278,252.30163873025225,MN,55431,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
412059,"MN, Bloomington",Hennepin,2500-3999,SF,65F,"Room AC, EER 9.8",Room AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,44.8239025,-93.31703752555529,3016.0398627195386,1319.4798627195387,1696.56,432.2798285040278,0.0,7.0657,9777.437043085678,7.3507,5.58,61231.63176215257,61231.63176215257,252.30163873025225,MN,55431,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
412137,"MN, Minneapolis",Hennepin,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Low Income,Poor Insulation,1940s,<1960,Cold,No,44.9707515,-93.26819344292213,2878.4990569376882,994.2490569376881,1884.25,1327.3188768099944,0.0,5.9414,7349.050155638644,6.5303,17.3,65725.87662324359,68591.52554738759,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
412143,In another census Place,Carver,0-1499,SF,68F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,2010s,>2000,Cold,No,44.82,-93.45,2120.527923501248,1507.0979235012483,613.43,1808.8346451029554,0.0,9.9875,11178.316758508901,10.0399,2.37,7909.4020418079335,18760.065343864288,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
412338,"MN, St Paul",Ramsey,1500-2499,SF,70F,"Room AC, EER 10.7",Room AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,44.93,-93.05,2611.4412443324018,1235.6012443324018,1375.84,55.097361192377775,0.0,3.7554000000000003,9151.144166127639,4.8586,2.93,44269.26436272468,48655.65906999233,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
412521,"MN, St Paul",Ramsey,4000+,SF,68F,"Room AC, EER 12.0",Room AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,<1940,<1960,Cold,No,44.93,-93.05,3690.611721526066,1510.0417215260657,2180.57,452.50173234591114,0.0,4.2752,11200.297088771817,5.341399999999999,2.86,73644.9500103672,80210.6211954355,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy|Mn Energy Res Corp,252.30163873025225,84.10054624341741
412644,"MN, Minneapolis",Hennepin,0-1499,SF,72F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Other,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,4102.84553258076,885.4855325807598,0.0,639.7741461859611,0.0,5.4302,6536.9502201914165,5.84,4.6,0.0,0.0,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
412973,In another census Place,Hennepin,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1970s,1960-2000,Cold,No,45.07,-93.35,2802.3019175424197,1047.0019175424197,1755.3,1797.6979444364113,0.0,4.062,7742.937673950111,4.0448,3.13,54281.45133301831,63534.87730263605,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
413128,In another census Place,Dakota,2500-3999,SF,60F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Low Income,Poor Insulation,1980s,1960-2000,Cold,No,44.85,-93.15,2210.632019995364,1053.282019995364,1157.35,1690.1408616832057,0.0,4.184699999999999,7789.829045177667,2.8534,5.89,33402.18908073868,40088.31247564776,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
413131,In another census Place,Hennepin,1500-2499,SF,72F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,45.07,-93.35,2445.054696923561,1125.4246969235612,1319.63,977.392019024361,0.0,3.3038000000000003,8328.49367215421,3.472,4.44,38262.77277954499,46451.47155122705,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
413164,In another census Place,Hennepin,1500-2499,SF,72F,"Room AC, EER 10.7",Room AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1980s,1960-2000,Cold,No,45.07,-93.35,3090.4963265910783,934.1563265910779,2156.34,294.2433544529111,0.0,3.3024,6900.358347204973,3.205,2.39,68809.27735252555,79260.48478593715,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
413196,"MN, St Paul",Ramsey,0-1499,SF,65F,"Room AC, EER 8.5",Room AC,Medium Htg Eff,Natural Gas,Low Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,1285.8653502843392,537.1753502843392,748.69,310.0691922422111,0.0,11.6241,3936.2375434831165,12.4216,5.79,20833.25009426259,24063.772500770992,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy|Mn Energy Res Corp,252.30163873025225,84.10054624341741
413957,"MN, Roseville",Ramsey,1500-2499,SF,72F,Ducted Heat Pump,Heat Pump,Medium Htg Eff,Electric HP,Moderate Income,Poor Insulation,1990s,1960-2000,Cold,No,45.014423,-93.15686831008583,4407.013732428919,4407.013732428919,0.0,1032.1963091465666,6613.1486984361945,15.9459,32830.993564973025,32.3776,5.88,0.0,0.0,252.30163873025225,MN,55113,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
414102,In another census Place,Ramsey,0-1499,SF,72F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,1980s,1960-2000,Cold,No,44.93,-93.05,2170.2225841766144,903.9725841766144,1266.25,1387.9845883356443,0.0,4.0274,6674.986694242533,3.748,2.0,40105.31059771775,44358.35796805704,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
414153,In another census Place,Hennepin,2500-3999,SF,68F,None,None,Low Htg Eff,Natural Gas,High Income,Poor Insulation,1960s,1960-2000,Cold,No,45.07,-93.35,3561.3838948355356,953.6638948355359,2607.72,0.0,0.0,2.5606,7046.014669080567,3.1653000000000002,2.38,92129.82161933978,96959.92592684817,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
414212,In another census Place,Scott,0-1499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.82,-93.45,2159.9526581343243,1107.7226581343245,1052.23,2179.2764778006444,0.0,3.9412,8196.31861950654,3.6166,2.46,31476.126007566836,35966.26787367545,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
414218,In another census Place,Hennepin,2500-3999,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Average Insulation,2010s,>2000,Cold,No,45.07,-93.35,2054.9887071201474,911.5087071201475,1143.48,1636.801926911861,0.0,9.0595,6731.2563397156,7.9455,1.59,36805.33034757853,39544.37256940812,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
414242,"MN, Woodbury",Washington,4000+,SF,75F,"AC, SEER 13",High Eff AC,High Htg Eff,Electric Resistance,High Income,Good Insulation,1990s,1960-2000,Cold,No,44.905228,-92.92340786091235,10598.370487585004,10598.370487585004,0.0,1351.0576334939444,62201.11086228227,12.6061,79059.73110286918,44.124900000000004,9.57,0.0,0.0,252.30163873025225,MN,55125,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
414353,"MN, Richfield",Hennepin,0-1499,SF,68F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1940s,<1960,Cold,No,44.876164,-93.283329,1976.252841810859,1088.3328418108592,887.92,697.5091470098888,0.0,10.455200000000001,8051.541510841461,11.110700000000001,2.22,21555.377211166942,29523.393467009322,252.30163873025225,MN,55423,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
414757,In another census Place,Ramsey,2500-3999,SF,65F,"Room AC, EER 12.0",Room AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1960s,1960-2000,Cold,No,44.93,-93.05,3158.6601048884254,1073.8101048884257,2084.85,250.57576499725,0.0,2.8655999999999997,7943.105214877739,3.693,3.55,70781.05951264425,76457.25999973985,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Mn Energy Res Corp|Centerpoint Energy,252.30163873025225,84.10054624341741
414803,In another census Place,Hennepin,0-1499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,2000s,>2000,Cold,No,45.07,-93.35,1670.07881984274,1025.68881984274,644.39,900.6073986392389,0.0,9.7034,7583.800082846594,10.279399999999999,3.03,12302.244312619372,19973.965716517632,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
414806,In another census Place,Anoka,1500-2499,SF,65F,"AC, SEER 13",High Eff AC,Low Htg Eff,Other,High Income,Poor Insulation,1990s,1960-2000,Cold,No,45.07,-93.35,1209.981050386219,1147.091050386219,0.0,603.7264045547778,0.0,7.8053,8490.268902889278,9.7804,0.72,0.0,0.0,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
415043,In another census Place,Scott,4000+,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Electric Resistance,High Income,Good Insulation,2000s,>2000,Cold,No,44.82,-93.45,8208.791504239716,8208.791504239716,0.0,1899.3936057861722,48939.351865919045,7.372,61217.5643507843,29.656299999999998,3.0,0.0,0.0,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
415243,In another census Place,Winona,0-1499,SF,72F,"AC, SEER 13",High Eff AC,High Htg Eff,Other,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.08,-91.7,4073.6014742832394,1969.9414742832394,0.0,1469.4583458435222,0.0,11.577200000000001,14634.210817979743,13.7973,4.57,0.0,0.0,252.30163873025225,MN,55987,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,126.15081936512613
415281,In another census Place,Carver,1500-2499,SF,67F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,<1940,<1960,Cold,No,44.82,-93.45,2899.3246786979753,1430.7946786979755,1468.53,2892.611462599833,0.0,9.5933,10608.5865980941,7.5718000000000005,2.66,42527.83606376134,52290.32648226823,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
415378,"MN, St Paul",Ramsey,0-1499,SF,72F,"AC, SEER 15",High Eff AC,Low Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,44.93,-93.05,2262.1377747740007,747.0877747740009,1515.05,800.3770926403389,0.0,4.9372,5503.581626764161,4.4346000000000005,3.51,51398.51121573416,54114.40082302014,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
