bldg_id,in.city,in.county_name,area,building_type,in.heating_setpoint,in.hvac_cooling_efficiency,cooling_type,heating_efficiency,heating_type,income,insulation_level,in.vintage,vintage,climate_zone,has_solar,in.weather_file_latitude,in.weather_file_longitude,out.bills.all_fuels.usd,out.bills.electricity.usd,out.bills.natural_gas.usd,out.electricity.cooling.energy_consumption.kwh,out.electricity.heating.energy_consumption.kwh,out.electricity.summer.peak.kw,out.electricity.total.energy_consumption.kwh,out.electricity.winter.peak.kw,out.energy_burden.percentage,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,weight,in.state,in.zip_code,in.utility_name,in.gas_utility_name,elec_weight,gas_weight
37,In another census Place,Anoka,0-1499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Average Insulation,2010s,>2000,Cold,No,45.07,-93.35,1743.6487064300907,1095.3587064300907,648.29,1120.4107012684055,0.0,6.3836,8104.001232402289,6.228800000000001,1.57,14411.769875719026,20126.948815147534,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
53,In another census Place,Anoka,1500-2499,SF,72F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,2000s,>2000,Cold,No,45.07,-93.35,2240.2930554845125,1040.1330554845122,1200.16,944.5680591650722,0.0,7.6831000000000005,7691.650236669972,8.279399999999999,1.18,41767.023565594245,41767.023565594245,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
141,In another census Place,Hennepin,0-1499,SF,68F,"AC, SEER 10",Low Eff AC,High Htg Eff,Natural Gas,Moderate Income,Average Insulation,1970s,1960-2000,Cold,No,45.07,-93.35,1475.8220572583627,795.0520572583627,680.77,662.9267607295667,0.0,6.4866,5861.714474514617,6.3521,2.68,16672.227039957375,21400.928757186182,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
215,Not in a census Place,Polk,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Low Income,Poor Insulation,1990s,1960-2000,Cold,No,44.93,-93.05,3249.5073640210944,1709.0273640210944,1540.48,1389.4499436865055,0.0,7.478,11798.162071923149,8.1175,17.5,46252.47629458011,54151.62084893201,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
234,In another census Place,Ramsey,2500-3999,SF,72F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1960s,1960-2000,Cold,No,44.93,-93.05,3437.1463237090793,1133.1963237090795,2303.95,1117.186919496511,0.0,6.4686,8386.52174404831,6.660100000000001,3.16,80498.12391527445,85048.63842183854,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy|Mn Energy Res Corp,252.30163873025225,84.10054624341741
253,"MN, Edina",Hennepin,2500-3999,SF,72F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,1960s,1960-2000,Cold,No,44.8951875,-93.36019487527716,2726.039346760992,1134.6093467609921,1591.43,1042.4537966025944,0.0,4.4768,8397.072302574512,5.7421999999999995,1.01,55628.40597152985,57109.58716018026,252.30163873025225,MN,55436,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
466,"MN, Minneapolis",Hennepin,1500-2499,SF,68F,"Room AC, EER 10.7",Room AC,Low Htg Eff,Natural Gas,High Income,Average Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,2790.2460748425992,888.0760748425993,1902.17,284.27893806705555,0.0,8.169,6556.292910822783,8.424700000000001,1.65,60427.44474559998,69294.01690259039,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
479,"MN, Minneapolis",Hennepin,1500-2499,SF,70F,"Room AC, EER 12.0",Room AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,2450.134663922675,816.9146639226747,1633.22,417.33320392524445,0.0,6.489199999999999,6024.955060600544,6.3398,1.64,54729.55699931164,58748.14751351315,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
586,In another census Place,Washington,2500-3999,SF,68F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Average Insulation,1990s,1960-2000,Cold,No,44.93,-93.05,2253.5079767978914,958.6879767978913,1294.82,857.8190223940944,0.0,4.8163,7083.527766062612,4.69,3.01,42442.259311271046,45478.76866932544,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
605,In another census Place,Carver,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1970s,1960-2000,Cold,No,44.82,-93.45,2926.718666285094,1552.6286662850941,1374.09,2614.487017006394,0.0,11.6905,11518.279199908678,11.3905,2.26,37022.49601057614,48587.08043957203,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
777,In another census Place,Hennepin,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Other,High Income,Average Insulation,1990s,1960-2000,Cold,No,45.07,-93.35,3862.0620581919593,1683.9220581919596,0.0,653.8415575542277,0.0,10.616200000000001,12498.60192963476,10.822700000000001,1.38,0.0,0.0,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
968,In another census Place,Ramsey,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,1990s,1960-2000,Cold,No,44.93,-93.05,3628.0017363013662,2123.9217363013663,1504.08,2411.974907517389,0.0,6.3008999999999995,15783.928626265371,4.7109,1.33,35307.73717899847,53684.172492007325,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
971,In another census Place,Ramsey,1500-2499,SF,72F,"AC, SEER 15",High Eff AC,High Htg Eff,Electric Resistance,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,44.93,-93.05,6760.011118985808,6760.011118985808,0.0,1460.9592848085279,42816.2179968108,11.0054,50400.018079657406,33.3553,7.59,0.0,0.0,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
1142,In another census Place,Ramsey,2500-3999,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,2010s,>2000,Cold,No,44.93,-93.05,2851.5515670348223,1148.1115670348222,1703.44,1214.1934437235166,0.0,5.7781,8497.888750713755,4.823300000000001,1.06,53157.816849978015,61501.257146711,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
1244,In another census Place,Anoka,1500-2499,SF,68F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1980s,1960-2000,Cold,No,45.07,-93.35,2107.0305497712598,855.8905497712599,1251.14,1567.9302254213887,0.0,8.983600000000001,6315.97463328156,8.4123,2.81,39709.078510844905,43766.061335238985,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
1306,In another census Place,Dakota,2500-3999,SF,65F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Average Insulation,1990s,1960-2000,Cold,No,44.85,-93.15,2409.5602074631397,1616.4502074631398,793.11,1637.6811401223779,0.0,12.252799999999999,11994.81276000871,13.5852,2.74,21149.76685004859,25805.493870804512,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Northern States Pwr Co|Mn Energy Res Corp|Centerpoint Energy,252.30163873025225,84.10054624341741
1438,"MN, Plymouth",Hennepin,1500-2499,SF,80F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,1970s,1960-2000,Cold,No,45.022342,-93.4614920577154,2943.778519181501,1497.6385191815011,1446.14,1181.3694838642277,0.0,5.9276,11107.686630597396,7.0318000000000005,1.97,49040.16831405829,51412.28555603225,252.30163873025225,MN,55447,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
1450,"MN, St Paul",Ramsey,1500-2499,SF,72F,"AC, SEER 8",Low Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,44.93,-93.05,2959.9689859837463,1127.8189859837462,1832.15,3496.044796084439,0.0,5.9516,8346.371007434716,3.0663,3.32,63202.241637990584,66548.52711721702,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,84.10054624341741
1627,In another census Place,Ramsey,1500-2499,SF,68F,"Room AC, EER 9.8",Room AC,Low Htg Eff,Natural Gas,High Income,Poor Insulation,1950s,<1960,Cold,No,44.93,-93.05,2436.3589229857416,848.1189229857416,1588.24,302.15627334756107,0.0,7.445600000000001,6257.946561387462,7.7467,0.9,48916.19925137544,56984.44581321671,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Mn Energy Res Corp|Centerpoint Energy,252.30163873025225,84.10054624341741
1634,"MN, Bloomington",Hennepin,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,High Htg Eff,Electric Resistance,High Income,Poor Insulation,1950s,<1960,Cold,No,44.8239025,-93.31703752555529,8711.35670303658,8711.35670303658,0.0,1445.4265180894001,49454.27773621164,16.9898,64970.046333269434,37.8629,3.11,0.0,0.0,252.30163873025225,MN,55431,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
2002,In another census Place,Carver,0-1499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1970s,1960-2000,Cold,No,44.82,-93.45,2188.856731328916,1173.5067313289157,1015.35,1730.8777404371444,0.0,8.1449,8687.505733115184,8.0608,2.92,29005.829957085178,34520.25521344571,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
2007,"MN, Bloomington",Hennepin,1500-2499,SF,68F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1960s,1960-2000,Cold,No,44.8239025,-93.31703752555529,2839.254757607854,883.9547576078545,1955.3,1530.4171284393447,0.0,8.2601,6525.520448454699,8.124600000000001,2.2,67994.83284851693,71377.16606937455,252.30163873025225,MN,55431,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
2462,In another census Place,Hennepin,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Average Insulation,1990s,1960-2000,Cold,No,45.07,-93.35,2427.815245882994,1618.805245882994,809.01,2324.3466575358943,0.0,7.236800000000001,12012.397024219044,6.6544,1.28,17196.531184495485,26429.44217920117,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
2645,In another census Place,Washington,4000+,SF,65F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Average Insulation,2000s,>2000,Cold,No,44.93,-93.05,2845.5876014888845,1410.7376014888846,1434.85,1501.1100214221221,0.0,12.2422,10458.827281236094,10.9846,1.05,42870.436144792664,50969.7482400722,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
2814,In another census Place,Washington,2500-3999,SF,72F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Average Insulation,1980s,1960-2000,Cold,No,44.93,-93.05,2704.7948132182087,856.7148132182089,1848.08,878.6270683763223,0.0,3.237,6322.1291257551775,2.9204,3.04,61269.73100127495,67173.3546388242,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
2910,"MN, Minneapolis",Hennepin,0-1499,SF,68F,"Room AC, EER 12.0",Room AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,2268.651105184746,767.3411051847461,1501.31,180.8248502962611,0.0,6.8266,5654.806298973028,8.324,2.55,50238.24284892233,53575.736196043596,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
3299,"MN, St Louis Park",Hennepin,4000+,SF,70F,Ducted Heat Pump,Heat Pump,Medium Htg Eff,Electric HP,High Income,Average Insulation,1980s,1960-2000,Cold,No,45.07,-93.35,6000.47197794253,6000.47197794253,0.0,712.7488426588444,7154.157893974117,10.382299999999999,44728.79980075473,29.1812,5.42,0.0,0.0,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
3518,In another census Place,Anoka,1500-2499,SF,65F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Average Insulation,1960s,1960-2000,Cold,No,45.07,-93.35,2565.0126744115096,1890.2626744115096,674.75,838.4763317627278,0.0,7.2313,14039.276545530134,9.1326,3.96,21164.713474627373,21164.713474627373,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
3610,"MN, St Paul",Ramsey,1500-2499,SF,65F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,2655.112337623845,1180.0223376238453,1475.09,1815.5752797169168,0.0,4.9935,8736.155530763772,3.5822,3.6,42250.59083137842,52547.642881879445,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
3660,Not in a census Place,Polk,1500-2499,SF,68F,"AC, SEER 10",Low Eff AC,High Htg Eff,Electric Resistance,Moderate Income,Poor Insulation,1970s,1960-2000,Cold,No,44.93,-93.05,6750.357285086244,6750.357285086244,0.0,993.8039989540056,28482.69809682776,12.1909,46805.50140399509,33.6743,7.53,0.0,0.0,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy|Mn Energy Res Corp,252.30163873025225,84.10054624341741
3697,In another census Place,Washington,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Average Insulation,2000s,>2000,Cold,No,44.93,-93.05,2143.032399810023,1107.2123998100228,1035.82,791.5849605351723,0.0,3.7217,8192.5086955943,3.1717,2.91,26926.490714213258,35322.68380357725,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,84.10054624341741
3797,In another census Place,Ramsey,1500-2499,SF,67F,None,None,Low Htg Eff,Natural Gas,High Income,Poor Insulation,1950s,<1960,Cold,No,44.93,-93.05,1870.3509756166818,590.8309756166817,1279.52,0.0,0.0,8.553799999999999,4336.865696408545,8.9564,1.72,39257.16292063933,44878.85218868291,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
4026,In another census Place,Scott,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,2000s,>2000,Cold,No,44.82,-93.45,2856.8804548277362,1692.9104548277362,1163.97,2307.0554643957335,0.0,7.298,12565.7152047042,7.4574,1.91,38777.698649837585,40347.97344382035,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
4351,"MN, St Louis Park",Hennepin,1500-2499,SF,60F,Ducted Heat Pump,Heat Pump,Medium Htg Eff,Electric HP,High Income,Poor Insulation,1950s,<1960,Cold,No,45.07,-93.35,5076.786659035423,5076.786659035423,0.0,1118.0661327070277,6081.224706073611,10.66,37831.95830639182,29.0261,3.0,0.0,0.0,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
4632,In another census Place,Ramsey,1500-2499,SF,62F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,1990s,1960-2000,Cold,No,44.93,-93.05,1547.2001714584853,970.6201714584853,576.58,565.6271654323889,0.0,7.7818000000000005,7172.621371394966,8.5748,0.55,11878.463545150338,17315.224967915234,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
4894,In another census Place,Dakota,1500-2499,SF,68F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Average Insulation,1990s,1960-2000,Cold,No,44.85,-93.15,2292.549015980864,1099.0090159808644,1193.54,1761.9432738753999,0.0,6.0884,8131.256841928306,5.4914,2.92,31763.92179847596,41507.65566849183,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
5087,In another census Place,Hennepin,0-1499,SF,72F,"Room AC, EER 10.7",Room AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,45.07,-93.35,2740.4346500809716,1091.9046500809714,1648.53,1208.6250933902443,0.0,4.6564,8078.210978227134,4.7215,3.07,53458.80083904488,59348.35706522586,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
5102,"MN, Minnetonka",Hennepin,4000+,SF,68F,"AC, SEER 8",Low Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,1970s,1960-2000,Cold,No,44.9352195,-93.46382747760623,3348.018016374601,1221.628016374601,2126.39,2004.0199778376555,0.0,5.752800000000001,9046.810865146328,5.568,1.2,76377.544668653,78086.14900775705,252.30163873025225,MN,55345,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
5147,In another census Place,Winona,0-1499,SF,70F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1980s,1960-2000,Cold,No,44.08,-91.7,2177.3102285707237,1112.0402285707237,1065.27,2410.2164810963554,0.0,3.7811999999999997,8228.556437225483,2.6475,3.37,28757.01261850896,36477.676891125986,252.30163873025225,MN,55987,Northern States Power Co - Minnesota,Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,126.15081936512613
5173,"MN, St Paul",Ramsey,0-1499,SF,65F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,2619.9558187102384,872.3758187102387,1747.58,1782.1651777172835,0.0,3.8981999999999997,6439.0644827538945,2.4883,0.94,58550.91068328724,63232.42795821832,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Mn Energy Res Corp|Centerpoint Energy,252.30163873025225,84.10054624341741
5340,In another census Place,Dakota,2500-3999,SF,67F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,1980s,1960-2000,Cold,No,44.85,-93.15,3025.0217895980095,1575.5117895980095,1449.51,2033.9132269952224,0.0,7.8323,11689.139633819083,7.365,1.08,48255.323988137076,51544.167537609756,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
5455,"MN, Maple Grove",Hennepin,0-1499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,2010s,>2000,Cold,No,45.108813,-93.46237210754585,1370.7169998010954,745.5569998010956,625.16,536.6131294853388,0.0,12.7977,5492.151855027444,12.696299999999999,1.48,13732.431135059816,19220.186924034675,252.30163873025225,MN,55369,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
5475,"MN, Maple Grove",Hennepin,1500-2499,SF,70F,"Room AC, EER 12.0",Room AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1980s,1960-2000,Cold,No,45.108813,-93.46237210754585,1663.846385773487,524.0263857734872,1139.82,117.22842806888889,0.0,2.2494,3838.0587349754223,2.7234000000000003,3.02,36326.45221891711,39401.0608160939,252.30163873025225,MN,55369,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
5515,"MN, Richfield",Hennepin,0-1499,SF,68F,"Room AC, EER 12.0",Room AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1960s,1960-2000,Cold,No,44.876164,-93.283329,1797.0803258279589,796.1903258279588,1000.89,492.3593978893333,0.0,4.6468,5870.213535549611,4.4736,1.39,28286.92662195272,33953.16269266246,252.30163873025225,MN,55423,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,84.10054624341741
5613,"MN, Roseville",Ramsey,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,Low Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,45.014423,-93.15686831008583,3042.7361605718415,1368.3861605718419,1674.35,1358.3844102482499,0.0,19.5172,10142.603596520266,19.2856,4.07,59545.30082438159,60360.91761267089,252.30163873025225,MN,55113,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
5734,"MN, Minneapolis",Hennepin,1500-2499,SF,62F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,2877.253417763642,1215.583417763642,1661.67,915.26095214785,0.0,2.8946,9001.677920339805,2.7043000000000004,3.84,53333.36642101117,59863.869077658805,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
5822,In another census Place,Anoka,2500-3999,SF,67F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Low Income,Average Insulation,1980s,1960-2000,Cold,No,45.07,-93.35,2383.0608045235067,1239.2908045235065,1143.77,2371.8241709037943,0.0,5.9041999999999994,9178.692846723827,5.2602,8.74,33865.53444268097,39555.80234114483,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
5901,In another census Place,Hennepin,0-1499,SF,68F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,1960s,1960-2000,Cold,No,45.07,-93.35,1696.0461992149544,742.4561992149545,953.59,1196.6091795131833,0.0,3.8955,5468.9992404838395,3.1545,0.61,26236.015272887507,32098.60896061264,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
6074,In another census Place,Washington,1500-2499,SF,70F,None,None,High Htg Eff,Electric Resistance,High Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,5226.256556582479,5070.506556582479,155.75,0.0,29978.532838986783,10.3995,37785.066935164265,26.8053,4.05,0.0,813.5652907980889,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy|Mn Energy Res Corp,252.30163873025225,84.10054624341741
6219,"MN, Minneapolis",Hennepin,1500-2499,SF,72F,"Room AC, EER 12.0",Room AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,2392.4488592976795,752.2688592976798,1640.18,441.36503167936667,0.0,1.7437,5542.2670080268945,2.0259,1.41,53128.216671890616,59020.703608773314,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
6269,"MN, Plymouth",Hennepin,1500-2499,SF,67F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1980s,1960-2000,Cold,No,45.022342,-93.4614920577154,2153.9281223996004,845.0181223996003,1308.91,1146.4940265137334,0.0,4.8481000000000005,6234.793946843856,4.1736,4.26,40462.56423225769,46031.207636600084,252.30163873025225,MN,55447,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
6401,In another census Place,Scott,2500-3999,SF,62F,"AC, SEER 13",High Eff AC,High Htg Eff,Electric Resistance,High Income,Average Insulation,2000s,>2000,Cold,No,44.82,-93.45,3531.5281998481587,3531.5281998481587,0.0,1188.6962606185334,20182.632318480257,7.7969,26294.043344781603,24.735,1.19,0.0,0.0,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
6538,In another census Place,Hennepin,0-1499,SF,70F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,2000s,>2000,Cold,No,45.07,-93.35,1883.5564261620239,1139.476426162024,744.08,926.6907238845666,0.0,5.3356,8433.413115275867,4.8134,1.46,16442.459320942355,23883.240721544906,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
6556,"MN, St Louis Park",Hennepin,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1950s,<1960,Cold,No,45.07,-93.35,3054.934039747188,1023.8440397471878,2031.09,1196.023037372839,0.0,6.8953,7570.0257425485,7.1711,1.81,69354.68261411604,74349.49286306123,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
6589,In another census Place,Anoka,0-1499,SF,72F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1980s,1960-2000,Cold,No,45.07,-93.35,2086.7041253546604,967.7941253546604,1118.91,941.0512063230055,0.0,6.261,7151.520254342567,6.1662,1.92,33709.913704419516,38581.047961752025,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
7012,In another census Place,Rice,0-1499,SF,65F,"Room AC, EER 10.7",Room AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,44.33,-93.32,1959.7687699963822,654.8487699963821,1304.92,547.4567590817111,0.0,8.392100000000001,4814.864611859439,7.5687,1.52,42905.60467321333,45874.707685128116,252.30163873025225,MN,55021,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
