Data Year,Utility Number,Utility Name,Part,Service Type,Data Type,State,Ownership,BA Code,Thousand Dollars,Megawatthours,Count
2023,20847,Wisconsin Electric Power Co,A,Bundled,O,WI,Investor Owned,MISO,"1,477,327.5","7,790,977","1,038,810"
2023,20856,Wisconsin Power & Light Co,A,Bundled,O,WI,Investor Owned,MISO,"579,319.0","3,589,536","433,061"
2023,20860,Wisconsin Public Service Corp,A,Bundled,O,WI,Investor Owned,MISO,"489,246.5","2,952,094","407,404"
2023,40036,Westfield Electric Company,A,Bundled,O,WI,Investor Owned,MISO,898.5,"4,823",598
2023,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,"713,278.0","4,451,267","350,279"
2023,1764,Black Diamond Power Co,A,Bundled,O,WV,Investor Owned,PJM,"4,975.5","32,418","3,479"
2023,12796,Monongahela Power Co,A,Bundled,O,WV,Investor Owned,PJM,"434,935.7","3,446,643","334,676"
2023,15263,The Potomac Edison Company,A,Bundled,O,WV,Investor Owned,PJM,"211,244.7","1,857,742","132,509"
2023,20521,Wheeling Power Co,A,Bundled,O,WV,Investor Owned,PJM,"60,132.0","360,996","34,561"
2023,3461,Cheyenne Light Fuel & Power,A,Bundled,O,WY,Investor Owned,WACM,"40,779.6","268,961","39,444"
2023,12199,Montana-Dakota Utilities Co,A,Bundled,O,WY,Investor Owned,WACM,"17,814.0","146,874","14,457"
2023,12825,NorthWestern Energy LLC - (MT),A,Bundled,O,WY,Investor Owned,NWMT,282.0,"2,120",235
2023,14354,PacifiCorp,A,Bundled,O,WY,Investor Owned,PACE,"117,840.4","1,046,604","117,758"
2023,19545,"Black Hills Power, Inc.",A,Bundled,O,WY,Investor Owned,WACM,"2,461.0","19,530","2,016"
