Area,Company,Item,2020,2021,2022,2023
Oklahoma,ENABLE GATHERING AND PROCESSING,Industrial Volume,367,407,30,688
Arkansas,ENABLE MS RIVER TRANSMISSION,Industrial Volume,4573551,4124835,4055751,3064153
Missouri,ENABLE MS RIVER TRANSMISSION,Industrial Volume,3832181,4119366,4578015,7488642
Missouri,ENABLE MS RIVER TRANSMISSION,Electric Power Volume,491666,981385,1927777,0
Oklahoma,ENABLE OKLAHOMA INTRASTATE TRANS LLC,Industrial Volume,4624188,4487974,4839010,6225507
Oklahoma,ENABLE OKLAHOMA INTRASTATE TRANS LLC,Electric Power Volume,249623489,182204255,184008726,233586834
Texas,ENBRIDGE G&P EAST TEXAS LP,Industrial Volume,2864479,539962,526232,1155882
Texas,ENERGY TRANSFER FUEL LP,Electric Power Volume,68569047,80479082,88538322,106759813
Montana,ENERGY WEST MONTANA INC,Residential Volume,2041683,2024880,2211231,2041389
Montana,ENERGY WEST MONTANA INC,Commercial Volume,1930991,1900837,2119379,1970946
Montana,ENERGY WEST MONTANA INC,Industrial Volume,2769065,2774972,2502181,3474105
Montana,ENERGY WEST WEST YELLOWSTONE,Residential Volume,21354,23037,24552,22456
Montana,ENERGY WEST WEST YELLOWSTONE,Commercial Volume,69752,80546,88628,86511
Illinois,ENFIELD MUNICIPAL GAS SYSTEM,Residential Volume,14444,14784,15633,11720
Illinois,ENFIELD MUNICIPAL GAS SYSTEM,Commercial Volume,8523,7020,7604,7138
Tennessee,ENGLEWOOD UTILITIES,Residential Volume,7958,12493,9009,7183
Tennessee,ENGLEWOOD UTILITIES,Commercial Volume,1149,1199,2870,3309
Louisiana,ENLINK LIG LLC,Commercial Volume,622300,1183784,801824,617043
Louisiana,ENLINK LIG LLC,Industrial Volume,132362479,119511320,132490194,120685897
Louisiana,ENLINK LIG LLC,Electric Power Volume,960824,2850896,1085147,1071944
Louisiana,ENLINK TUSCALOOSA LLC,Industrial Volume,468249,507681,465751,485648
Alaska,ENSTAR NAT GAS,Residential Volume,20625090,21115012,19732231,20205013
Alaska,ENSTAR NAT GAS,Commercial Volume,13805223,14111806,13383923,13480327
Alaska,ENSTAR NAT GAS,Industrial Volume,15291,14371,11964,10852
Alaska,ENSTAR NAT GAS,Electric Power Volume,19265098,20148133,20634154,22227095
Louisiana,ENTERGY LOUISIANA LLC,Residential Volume,3211293,3756179,3618801,3158361
Louisiana,ENTERGY LOUISIANA LLC,Commercial Volume,2581360,2917382,2311888,2582860
Louisiana,ENTERGY LOUISIANA LLC,Industrial Volume,547432,531633,563303,583792
Louisiana,ENTERGY LOUISIANA LLC,Vehicle Fuel Volume,131297,120594,106832,90655
Louisiana,ENTERGY NEW ORLEANS INC,Residential Volume,3168709,3580556,3480038,2853587
Louisiana,ENTERGY NEW ORLEANS INC,Commercial Volume,5191545,5591983,5252876,5198555
Louisiana,ENTERGY NEW ORLEANS INC,Industrial Volume,1107644,1211965,1229770,1217187
Louisiana,ENTERGY NEW ORLEANS INC,Electric Power Volume,579710,1410699,3035977,1543465
Louisiana,ENTERGY NEW ORLEANS INC,Vehicle Fuel Volume,244153,233211,218513,177689
Texas,ENTERPRISE INTRASTATE LLC,Industrial Volume,141667611,148870225,154516008,159002605
Texas,ENTERPRISE INTRASTATE LLC,Electric Power Volume,21221668,29046853,24072771,29466690
Texas,ENTERPRISE TEXAS PIPELINE,Commercial Volume,4114089,3930258,4539562,5464548
Texas,ENTERPRISE TEXAS PIPELINE,Industrial Volume,201363169,208168001,227156239,213129392
Texas,ENTERPRISE TEXAS PIPELINE,Electric Power Volume,161244931,165407193,223490918,265449089
Texas,ENTERTEX NB LLC,Residential Volume,11779,,,
Texas,ENTERTEX NB LLC,Commercial Volume,2714,,,
Washington,ENUMCLAW CITY OF,Residential Volume,264947,279636,293719,273588
Washington,ENUMCLAW CITY OF,Commercial Volume,142804,148046,155324,162117
Texas,EPCOR GAS TEXAS INC,Residential Volume,243716,272563,315352,264548
Texas,EPCOR GAS TEXAS INC,Commercial Volume,48587,50525,57946,52986
Pennsylvania,EQT GATHERING,Residential Volume,0,0,1504,1534
Illinois,EQUALITY MUNICIPAL GAS,Residential Volume,11246,11435,11970,9301
Illinois,EQUALITY MUNICIPAL GAS,Commercial Volume,1961,2304,2690,1812
California,EQUILON ENTERPRISES LLC,Vehicle Fuel Volume,,,,48639
Kansas,ESKRIDGE GAS SYSTEM,Residential Volume,29782,27462,29847,24637
Kansas,ESKRIDGE GAS SYSTEM,Commercial Volume,4018,4166,8285,11628
Louisiana,ESTHERWOOD VILLAGE OF,Residential Volume,2288,,,
Louisiana,ESTHERWOOD VILLAGE OF,Commercial Volume,522,,,
Texas,ETC KATY PIPELINE LTD,Residential Volume,,511,4719,4701
Texas,ETC KATY PIPELINE LTD,Commercial Volume,233703,220607,233810,205775
Texas,ETC KATY PIPELINE LTD,Industrial Volume,11689,12752,12748,
Texas,ETC KATY PIPELINE LTD,Electric Power Volume,921241,1277019,828480,4136442
Louisiana,ETC TIGER PIPELINE LLC,Industrial Volume,8164421,7487491,7492266,8000250
Tennessee,ETOWAH UTILITIES,Residential Volume,57780,66550,61806,54831
Tennessee,ETOWAH UTILITIES,Commercial Volume,41899,49463,48087,42471
Tennessee,ETOWAH UTILITIES,Industrial Volume,2549416,2627898,2697284,2605336
Louisiana,EUNICE GAS DEPT,Residential Volume,67444,94980,86954,75043
Louisiana,EUNICE GAS DEPT,Commercial Volume,73971,61467,70828,57011
Louisiana,EUNICE GAS DEPT,Industrial Volume,14972,10455,11019,9180
Louisiana,EVANGELINE GAS CO INC,Residential Volume,85675,95642,91099,78035
Louisiana,EVANGELINE GAS CO INC,Commercial Volume,94003,99062,115112,97506
Iowa,EVERLY MUNCIPAL UTILITY,Residential Volume,19728,17063,21005,17475
Iowa,EVERLY MUNCIPAL UTILITY,Commercial Volume,4309,4908,6884,4810
Iowa,EVERLY MUNCIPAL UTILITY,Industrial Volume,4312,5978,2526,5666
Massachusetts,EVERSOURCE GAS CO OF MA,Residential Volume,7071004,24096714,24398345,21846229
Massachusetts,EVERSOURCE GAS CO OF MA,Commercial Volume,3119310,10782536,13878844,13452848
Massachusetts,EVERSOURCE GAS CO OF MA,Industrial Volume,3865136,14491738,11902969,10115929
Massachusetts,EVERSOURCE GAS CO OF MA,Electric Power Volume,928620,2699064,2499295,5214340
Iowa,FAIRBANK MUNICIPAL GAS,Residential Volume,30333,28179,35403,27570
Iowa,FAIRBANK MUNICIPAL GAS,Commercial Volume,5497,5665,6669,4889
Iowa,FAIRBANK MUNICIPAL GAS,Industrial Volume,1657,1824,1963,1497
Minnesota,FAIRFAX CITY OF,Residential Volume,44556,45170,52628,47679
Minnesota,FAIRFAX CITY OF,Commercial Volume,16727,35212,33481,17684
Minnesota,FAIRFAX CITY OF,Industrial Volume,3245010,3322313,3511246,3788285
Oklahoma,FAIRFAX TOWN OF,Residential Volume,27710,29415,28591,29415
Oklahoma,FAIRFAX TOWN OF,Commercial Volume,10655,9992,13701,9992
Illinois,FAIRFIELD CITY OF,Residential Volume,128058,122828,138466,118524
Illinois,FAIRFIELD CITY OF,Commercial Volume,77492,78474,91097,79086
Illinois,FAIRFIELD CITY OF,Industrial Volume,12955,11906,12691,9849
Oklahoma,FAIRLAND GAS AUTH,Residential Volume,26601,27651,26078,23149
Oklahoma,FAIRLAND GAS AUTH,Commercial Volume,20906,21385,22345,15439
Oklahoma,FAIRLAND GAS AUTH,Industrial Volume,82715,83465,82511,98704
Texas,FALFURRIAS UTIL CITY OF,Residential Volume,13847,14379,13568,6363
Texas,FALFURRIAS UTIL CITY OF,Commercial Volume,10798,10121,11045,4747
Nebraska,FALLS CITY CITY OF,Residential Volume,102451,105471,110537,102738
Nebraska,FALLS CITY CITY OF,Commercial Volume,61927,63598,72346,69583
Nebraska,FALLS CITY CITY OF,Industrial Volume,11113,8254,7703,7116
Nebraska,FALLS CITY CITY OF,Electric Power Volume,2959,3890,924,1095
Alabama,FAYETTE GAS BOARD,Residential Volume,55955,64917,61720,54834
Alabama,FAYETTE GAS BOARD,Commercial Volume,61250,76515,71670,72244
Alabama,FAYETTE GAS BOARD,Industrial Volume,340922,445211,594870,462299
Tennessee,FAYETTEVILLE PUBLIC UTILITY GAS DEPT,Residential Volume,215327,254151,242590,214988
Tennessee,FAYETTEVILLE PUBLIC UTILITY GAS DEPT,Commercial Volume,155452,188053,198085,179611
Tennessee,FAYETTEVILLE PUBLIC UTILITY GAS DEPT,Industrial Volume,359849,361861,354376,350809
Tennessee,FAYETTEVILLE PUBLIC UTILITY GAS DEPT,Vehicle Fuel Volume,79425,71279,69760,74277
Kentucky,FERGUSON CITY OF,Residential Volume,6718,9779,7693,6256
Kentucky,FERGUSON CITY OF,Commercial Volume,544,1338,1027,775
New York,FILLMORE GAS CO,Residential Volume,119810,117603,127822,115191
New York,FILLMORE GAS CO,Commercial Volume,26829,28266,33062,31046
New York,FILLMORE GAS CO,Industrial Volume,83358,82839,38674,3683
New York,FILLMORE GAS CO,Electric Power Volume,161608,135816,382657,107351
New York,FILLMORE GAS CO,Other Volume,,,,0
Illinois,FINDLAY VILLAGE OF,Residential Volume,32511,32239,34312,27659
Illinois,FINDLAY VILLAGE OF,Commercial Volume,6282,6838,8403,9371
Illinois,FINDLAY VILLAGE OF,Industrial Volume,667,1276,1393,628
Tennessee,FIRST UTILITY DISTRICT TIPTON,Residential Volume,132590,143717,162492,129658
Tennessee,FIRST UTILITY DISTRICT TIPTON,Commercial Volume,5654,5831,6746,4922
Tennessee,FIRST UTILITY DISTRICT TIPTON,Industrial Volume,7418,6508,11121,8557
Massachusetts,FITCHBURG GAS AND ELECTRIC COMPANY,Residential Volume,982032,979909,969451,926187
Massachusetts,FITCHBURG GAS AND ELECTRIC COMPANY,Commercial Volume,744041,762315,769082,762337
Massachusetts,FITCHBURG GAS AND ELECTRIC COMPANY,Industrial Volume,1055502,1056601,1077753,961053
Georgia,FITZGERALD CITY OF,Residential Volume,29485,35899,30545,27485
Georgia,FITZGERALD CITY OF,Commercial Volume,22219,28015,25026,23568
Georgia,FITZGERALD CITY OF,Industrial Volume,754145,754349,810582,684057
Illinois,FLAT ROCK MUNICIPAL GAS,Residential Volume,12981,13375,13547,10706
Illinois,FLAT ROCK MUNICIPAL GAS,Commercial Volume,2205,2039,1422,1689
Illinois,FLAT ROCK MUNICIPAL GAS,Industrial Volume,1813,1724,866,932
Kentucky,FLEMINGSBURG CITY OF,Residential Volume,40985,56000,50800,43692
Kentucky,FLEMINGSBURG CITY OF,Commercial Volume,31373,42800,71600,49524
Kentucky,FLEMINGSBURG CITY OF,Industrial Volume,31608,43200,65600,41367
Illinois,FLORA CITY OF,Residential Volume,118986,111958,129556,110781
Illinois,FLORA CITY OF,Commercial Volume,62700,67965,70146,60300
Illinois,FLORA CITY OF,Industrial Volume,41142,37820,43662,40769
Alabama,FLORALA GAS DEPARTMENT,Residential Volume,4035,3675,3324,3524
Alabama,FLORALA GAS DEPARTMENT,Commercial Volume,2954,3892,2645,2688
Alabama,FLORALA GAS DEPARTMENT,Industrial Volume,5924,8501,4863,1795
Florida,FLORALA GAS DEPARTMENT,Residential Volume,962,1121,897,
Alabama,FLORENCE NATURAL GAS DEPT CITY OF,Residential Volume,439975,521654,500784,440690
Alabama,FLORENCE NATURAL GAS DEPT CITY OF,Commercial Volume,339196,387609,393522,356851
Alabama,FLORENCE NATURAL GAS DEPT CITY OF,Industrial Volume,475861,497332,472856,455142
Wisconsin,FLORENCE UTILITY COMMISSION,Residential Volume,110906,107413,116942,100464
Wisconsin,FLORENCE UTILITY COMMISSION,Commercial Volume,42869,35447,43444,37661
Wisconsin,FLORENCE UTILITY COMMISSION,Industrial Volume,5388,8361,6557,4686
Florida,FLORIDA CITY GAS,Residential Volume,1560322,1636178,1573970,1576041
Florida,FLORIDA CITY GAS,Commercial Volume,6395027,7205018,7607097,7579752
Florida,FLORIDA CITY GAS,Industrial Volume,4088793,5598971,6174019,5770280
Florida,FLORIDA CITY GAS,Electric Power Volume,,262101,505511,84872
Florida,FLORIDA CITY GAS,Vehicle Fuel Volume,759890,1096437,1214972,1247257
Alabama,FLORIDA GAS TRANSMISSION COMPANY,Industrial Volume,17959,65105,390189,707591
Florida,FLORIDA GAS TRANSMISSION COMPANY,Industrial Volume,19418791,20933784,19679693,18352584
Florida,FLORIDA GAS TRANSMISSION COMPANY,Electric Power Volume,653801743,634284300,684397896,650363914
Louisiana,FLORIDA GAS TRANSMISSION COMPANY,Electric Power Volume,2373326,1941588,3886237,3494666
Texas,FLORIDA GAS TRANSMISSION COMPANY,Industrial Volume,49593864,53395508,50492467,49693064
Texas,FLORIDA GAS TRANSMISSION COMPANY,Electric Power Volume,,1758485,6660449,10243854
Florida,FLORIDA PUBLIC UTILITIES,Residential Volume,1521262,1615436,1652956,1762554
Florida,FLORIDA PUBLIC UTILITIES,Commercial Volume,5589570,6079450,6189743,6525797
Florida,FLORIDA PUBLIC UTILITIES,Industrial Volume,3531135,3912233,3942355,31597322
Florida,FLORIDA PUBLIC UTILITIES INDIANTOWN,Residential Volume,12053,11590,11590,
Florida,FLORIDA PUBLIC UTILITIES INDIANTOWN,Commercial Volume,8513,8894,8894,
Florida,FLORIDA SOUTHEAST CONNECTION LLC,Electric Power Volume,139333327,126072852,143309065,142116454
Ohio,FORAKER GAS CO  INC,Residential Volume,32201,33578,38853,33841
Ohio,FORAKER GAS CO  INC,Commercial Volume,58412,64719,72456,68794
Ohio,FORAKER GAS CO  INC,Industrial Volume,84748,91624,70029,38147
Kansas,FORD CITY OF,Residential Volume,6226,4816,,
Kansas,FORD CITY OF,Commercial Volume,1595,947,,
Kansas,FORD CITY OF,Industrial Volume,8607,10611,,
Louisiana,FOREST HILL VILLAGE OF,Residential Volume,12757,15372,12569,12689
Texas,FORMOSA HYDROCARBONS CO,Industrial Volume,27539714,28500686,,
Oklahoma,FORT COBB FUEL AUTHORITY,Residential Volume,133438,129055,165717,150749
Oklahoma,FORT COBB FUEL AUTHORITY,Commercial Volume,46786,57968,62678,59959
Oklahoma,FORT COBB FUEL AUTHORITY,Industrial Volume,166811,145219,175979,196383
Oklahoma,FORT COBB FUEL AUTHORITY,Vehicle Fuel Volume,933,1366,12000,913
Oklahoma,FORT COBB FUEL AUTHORITY,Other Volume,,27022,,
Georgia,FORT GAINES CITY OF,Residential Volume,1311,1755,1533,1784
Georgia,FORT GAINES CITY OF,Commercial Volume,3362,4338,3614,3878
South Carolina,FORT HILL NAT GAS AUTH,Residential Volume,1809247,2107235,1973704,1992164
South Carolina,FORT HILL NAT GAS AUTH,Commercial Volume,1511819,1610771,1254447,1243544
South Carolina,FORT HILL NAT GAS AUTH,Industrial Volume,1824103,1952779,2042240,1968984
South Carolina,FORT HILL NAT GAS AUTH,Electric Power Volume,60683,236321,1116400,1213616
South Carolina,FORT HILL NAT GAS AUTH,Vehicle Fuel Volume,3164,2944,,
Colorado,FORT MORGAN CITY OF,Residential Volume,259223,254828,274037,269494
Colorado,FORT MORGAN CITY OF,Commercial Volume,373214,422906,432172,403828
Florida,FORT PIERCE UTIITIES AUTHORITY,Residential Volume,43611,43486,41966,42205
Florida,FORT PIERCE UTIITIES AUTHORITY,Commercial Volume,242026,284294,265127,290148
Florida,FORT PIERCE UTIITIES AUTHORITY,Industrial Volume,62685,70404,76281,97869
Florida,FORT PIERCE UTIITIES AUTHORITY,Vehicle Fuel Volume,107671,108102,99919,33878
Texas,FORT STOCKTON CITY OF,Residential Volume,85763,,,
Texas,FORT STOCKTON CITY OF,Commercial Volume,76135,,,
Georgia,FORT VALLEY UTILITY COMMISSION,Residential Volume,93017,125097,96625,90393
Georgia,FORT VALLEY UTILITY COMMISSION,Commercial Volume,86357,117375,94484,83221
Georgia,FORT VALLEY UTILITY COMMISSION,Industrial Volume,340775,294211,304956,276218
Minnesota,FOSSTON MUNICIPAL GAS CITY OF,Residential Volume,37303,35839,44012,37200
Minnesota,FOSSTON MUNICIPAL GAS CITY OF,Commercial Volume,52060,52495,62503,59445
Minnesota,FOSSTON MUNICIPAL GAS CITY OF,Industrial Volume,96824,144402,136950,138573
South Carolina,FOUNTAIN INN NATURAL GAS,Residential Volume,449824,482962,536838,510475
South Carolina,FOUNTAIN INN NATURAL GAS,Commercial Volume,76834,80091,88060,88777
South Carolina,FOUNTAIN INN NATURAL GAS,Industrial Volume,379948,420222,405640,399515
Indiana,FOUNTAINTOWN GAS CO,Residential Volume,249547,266155,293164,265139
Indiana,FOUNTAINTOWN GAS CO,Commercial Volume,113335,136859,113234,101157
Indiana,FOUNTAINTOWN GAS CO,Industrial Volume,1501443,1524560,1480458,1464651
Illinois,FRANKLIN VILLAGE OF,Residential Volume,16447,17578,18107,14893
Illinois,FRANKLIN VILLAGE OF,Commercial Volume,6091,6343,6963,5622
Illinois,FRANKLIN VILLAGE OF,Industrial Volume,7289,5836,9089,6703
Louisiana,FRANKLINTON TOWN OF,Residential Volume,16648,17866,15449,12787
Louisiana,FRANKLINTON TOWN OF,Commercial Volume,15240,32510,28010,28910
Louisiana,FRANKLINTON TOWN OF,Industrial Volume,43312,40804,41112,41212
Wyoming,FRANNIE DEAVER UTILITIES,Residential Volume,19368,19626,21503,19557
Wyoming,FRANNIE DEAVER UTILITIES,Commercial Volume,2750,2822,3055,2731
Wyoming,FRANNIE DEAVER UTILITIES,Industrial Volume,8756,10038,10876,12915
Oklahoma,FREEDOM MUNICIPAL TRUST AUTHORITY,Residential Volume,6637,4060,4370,6100
Oklahoma,FREEDOM MUNICIPAL TRUST AUTHORITY,Commercial Volume,577,2514,2928,291
Kansas,FREEDOM PIPELINE LLC,Commercial Volume,1277085,1218061,1469998,1128929
Nebraska,FREMONT DEPT OF UTILITIES,Residential Volume,626839,600822,651743,649478
Nebraska,FREMONT DEPT OF UTILITIES,Commercial Volume,561802,628656,676700,713286
Nebraska,FREMONT DEPT OF UTILITIES,Industrial Volume,1385234,1399164,1417324,1383153
Nebraska,FREMONT DEPT OF UTILITIES,Electric Power Volume,180707,229628,750558,426932
Tennessee,FRIENDSHIP GAS DEPT,Residential Volume,7910,8008,8386,7078
Tennessee,FRIENDSHIP GAS DEPT,Commercial Volume,4258,4398,4506,3842
Tennessee,FRIENDSHIP GAS DEPT,Industrial Volume,332,505,611,475
Missouri,FROHNA CITY OF,Residential Volume,14744,16115,16556,13525
Missouri,FROHNA CITY OF,Commercial Volume,1839,1996,1925,1751
Missouri,FROHNA CITY OF,Industrial Volume,1299,1356,1443,778
North Carolina,FRONTIER NATURAL GAS CO,Residential Volume,113589,135396,145759,141442
North Carolina,FRONTIER NATURAL GAS CO,Commercial Volume,650987,750712,778385,743927
North Carolina,FRONTIER NATURAL GAS CO,Industrial Volume,3176325,3281263,3397391,3311504
Missouri,FULTON CITY OF,Residential Volume,217311,211279,208339,190681
Missouri,FULTON CITY OF,Commercial Volume,234719,239286,247566,227543
Missouri,FULTON CITY OF,Industrial Volume,315403,329328,347922,394307
Missouri,FULTON CITY OF,Electric Power Volume,5202,4269,25667,8081
Missouri,FULTON CITY OF,Other Volume,8243,7043,8453,7558
Mississippi,FULTON MUNICIPAL GAS SYS,Residential Volume,56372,89933,79321,58267
Mississippi,FULTON MUNICIPAL GAS SYS,Commercial Volume,52007,38412,49561,45570
Mississippi,FULTON MUNICIPAL GAS SYS,Industrial Volume,73479,64741,65815,65007
Kentucky,FULTON NAT GAS SYS,Residential Volume,38682,43355,44123,35434
Kentucky,FULTON NAT GAS SYS,Commercial Volume,19164,22275,24049,25368
Kentucky,FULTON NAT GAS SYS,Industrial Volume,9276,8261,9039,7570
Alabama,FULTONDALE GAS BOARD,Residential Volume,251870,281310,300817,244956
Alabama,FULTONDALE GAS BOARD,Commercial Volume,86635,98856,101553,102049
Florida,GAINESVILLE REGIONAL UTILITIES,Residential Volume,679483,803665,688387,667991
Florida,GAINESVILLE REGIONAL UTILITIES,Commercial Volume,814100,872781,871760,880187
Florida,GAINESVILLE REGIONAL UTILITIES,Industrial Volume,477976,513493,466844,491960
Florida,GAINESVILLE REGIONAL UTILITIES,Electric Power Volume,15939724,14614246,17760809,19510082
Tennessee,GALLATIN NATURAL GAS SYSTEMS,Residential Volume,793864,872378,859784,781795
Tennessee,GALLATIN NATURAL GAS SYSTEMS,Commercial Volume,331705,377601,381321,360533
Tennessee,GALLATIN NATURAL GAS SYSTEMS,Industrial Volume,849670,998903,936104,911005
Tennessee,GALLAWAY CITY OF,Residential Volume,3852,5328,4055,5441
Tennessee,GALLAWAY CITY OF,Commercial Volume,1330,1672,2286,2109
Tennessee,GALLAWAY CITY OF,Industrial Volume,230,560,3211,7173
Tennessee,GALLAWAY CITY OF,Other Volume,,,,0
Texas,GALVESTON LFG LLC,Commercial Volume,,,,448821
Kansas,GARDEN PLAIN MUN GAS CO,Residential Volume,18025,16748,19167,19948
Kansas,GARDEN PLAIN MUN GAS CO,Commercial Volume,9445,3438,13805,11991
Kansas,GARNETT CITY OF,Residential Volume,87817,93041,96017,88604
Kansas,GARNETT CITY OF,Commercial Volume,24696,27370,26154,26700
Kansas,GARNETT CITY OF,Industrial Volume,19159,23622,31206,19810
Texas,GARRISON CITY OF,Residential Volume,7391,9460,6705,6766
Texas,GARRISON CITY OF,Commercial Volume,13969,2177,6143,2858
Texas,GARRISON CITY OF,Industrial Volume,,11977,9515,8752
Texas,GARY NATURAL GAS SYSTEM,Residential Volume,32333,33813,34706,28935
Texas,GARY NATURAL GAS SYSTEM,Commercial Volume,3492,2709,2336,2410
Texas,GARY NATURAL GAS SYSTEM,Industrial Volume,48143,47537,57244,51104
Texas,GAS ENERGY LLC,Residential Volume,290132,,,
Texas,GAS ENERGY LLC,Commercial Volume,11121,,,
Louisiana,GAS UTIL DISTRICT 2,Residential Volume,37934,39281,42181,38402
Louisiana,GAS UTIL DISTRICT 2,Commercial Volume,4013,4257,4724,4746
Texas,GATEWAY PIPELINE CO,Industrial Volume,3463152,,3582030,3304475
Oklahoma,GEARY UTILITY AUTHORITY,Residential Volume,21498,18770,19975,26126
Oklahoma,GEARY UTILITY AUTHORITY,Commercial Volume,5318,6567,7172,7964
Oklahoma,GEARY UTILITY AUTHORITY,Industrial Volume,125,2670,0,
Illinois,GEFF VILLAGE OF,Residential Volume,9332,9375,9593,8048
Illinois,GEFF VILLAGE OF,Commercial Volume,1602,2409,3061,2271
